ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	COGIDS	NOTE	ISO639P3	MACROAREA	FAMILY	SCRIPT
24	Kirghiz	TWENTY FOUR	жыйырма төрт					kir	Eurasia	Turkic	Cyrillic
25	Kirghiz	TWENTY FIVE	жыйырма беш					kir	Eurasia	Turkic	Cyrillic
26	Kirghiz	TWENTY SIX	жыйырма алты					kir	Eurasia	Turkic	Cyrillic
27	Kirghiz	TWENTY SEVEN	жыйырма жети					kir	Eurasia	Turkic	Cyrillic
28	Kirghiz	TWENTY EIGHT	жыйырма сегиз					kir	Eurasia	Turkic	Cyrillic
29	Kirghiz	TWENTY NINE	жыйырма тогуз					kir	Eurasia	Turkic	Cyrillic
30	Kirghiz	THIRTY	отуз					kir	Eurasia	Turkic	Cyrillic
31	Kirghiz	THIRTY ONE	отуз бир					kir	Eurasia	Turkic	Cyrillic
32	Kirghiz	THIRTY TWO	отуз эки					kir	Eurasia	Turkic	Cyrillic
33	Kirghiz	THIRTY THREE	отуз үч					kir	Eurasia	Turkic	Cyrillic
34	Kirghiz	THIRTY FOUR	отуз төрт					kir	Eurasia	Turkic	Cyrillic
35	Kirghiz	THIRTY FIVE	отуз беш					kir	Eurasia	Turkic	Cyrillic
36	Kirghiz	THIRTY SIX	отуз алты					kir	Eurasia	Turkic	Cyrillic
37	Kirghiz	THIRTY SEVEN	отуз жети					kir	Eurasia	Turkic	Cyrillic
38	Kirghiz	THIRTY EIGHT	отуз сегиз					kir	Eurasia	Turkic	Cyrillic
39	Kirghiz	THIRTY NINE	отуз тогуз					kir	Eurasia	Turkic	Cyrillic
40	Kirghiz	FORTY	кырк					kir	Eurasia	Turkic	Cyrillic
0	Korean	ZERO	영					kor	Eurasia	Koreanic	Hangul
1	Korean	ONE	일					kor	Eurasia	Koreanic	Hangul
2	Korean	TWO	이					kor	Eurasia	Koreanic	Hangul
3	Korean	THREE	삼					kor	Eurasia	Koreanic	Hangul
4	Korean	FOUR	사					kor	Eurasia	Koreanic	Hangul
5	Korean	FIVE	오					kor	Eurasia	Koreanic	Hangul
6	Korean	SIX	육					kor	Eurasia	Koreanic	Hangul
7	Korean	SEVEN	칠					kor	Eurasia	Koreanic	Hangul
8	Korean	EIGHT	팔					kor	Eurasia	Koreanic	Hangul
9	Korean	NINE	구					kor	Eurasia	Koreanic	Hangul
10	Korean	TEN	십					kor	Eurasia	Koreanic	Hangul
11	Korean	ELEVEN	십일					kor	Eurasia	Koreanic	Hangul
12	Korean	TWELVE	십이					kor	Eurasia	Koreanic	Hangul
13	Korean	THIRTEEN	십삼					kor	Eurasia	Koreanic	Hangul
14	Korean	FOURTEEN	십사					kor	Eurasia	Koreanic	Hangul
15	Korean	FIFTEEN	십오					kor	Eurasia	Koreanic	Hangul
16	Korean	SIXTEEN	십육					kor	Eurasia	Koreanic	Hangul
17	Korean	SEVENTEEN	십칠					kor	Eurasia	Koreanic	Hangul
18	Korean	EIGHTEEN	십팔					kor	Eurasia	Koreanic	Hangul
19	Korean	NINETEEN	십구					kor	Eurasia	Koreanic	Hangul
20	Korean	TWENTY	이십					kor	Eurasia	Koreanic	Hangul
21	Korean	TWENTY ONE	이십일					kor	Eurasia	Koreanic	Hangul
22	Korean	TWENTY TWO	이십이					kor	Eurasia	Koreanic	Hangul
23	Korean	TWENTY THREE	이십삼					kor	Eurasia	Koreanic	Hangul
24	Korean	TWENTY FOUR	이십사					kor	Eurasia	Koreanic	Hangul
25	Korean	TWENTY FIVE	이십오					kor	Eurasia	Koreanic	Hangul
26	Korean	TWENTY SIX	이십육					kor	Eurasia	Koreanic	Hangul
27	Korean	TWENTY SEVEN	이십칠					kor	Eurasia	Koreanic	Hangul
28	Korean	TWENTY EIGHT	이십팔					kor	Eurasia	Koreanic	Hangul
29	Korean	TWENTY NINE	이십구					kor	Eurasia	Koreanic	Hangul
30	Korean	THIRTY	삼십					kor	Eurasia	Koreanic	Hangul
31	Korean	THIRTY ONE	삼십일					kor	Eurasia	Koreanic	Hangul
32	Korean	THIRTY TWO	삼십이					kor	Eurasia	Koreanic	Hangul
33	Korean	THIRTY THREE	삼십삼					kor	Eurasia	Koreanic	Hangul
34	Korean	THIRTY FOUR	삼십사					kor	Eurasia	Koreanic	Hangul
35	Korean	THIRTY FIVE	삼십오					kor	Eurasia	Koreanic	Hangul
36	Korean	THIRTY SIX	삼십육					kor	Eurasia	Koreanic	Hangul
37	Korean	THIRTY SEVEN	삼십칠					kor	Eurasia	Koreanic	Hangul
38	Korean	THIRTY EIGHT	삼십팔					kor	Eurasia	Koreanic	Hangul
39	Korean	THIRTY NINE	삼십구					kor	Eurasia	Koreanic	Hangul
40	Korean	FORTY	사십					kor	Eurasia	Koreanic	Hangul
0	Lao	ZERO	ສູນ					lao	Eurasia	Tai-Kadai	Lao
1	Lao	ONE	ນຶ່ງ					lao	Eurasia	Tai-Kadai	Lao
2	Lao	TWO	ສອງ					lao	Eurasia	Tai-Kadai	Lao
3	Lao	THREE	ສາມ					lao	Eurasia	Tai-Kadai	Lao
4	Lao	FOUR	ສີ່					lao	Eurasia	Tai-Kadai	Lao
5	Lao	FIVE	ຫ້າ					lao	Eurasia	Tai-Kadai	Lao
6	Lao	SIX	ຫົກ					lao	Eurasia	Tai-Kadai	Lao
7	Lao	SEVEN	ເຈັດ					lao	Eurasia	Tai-Kadai	Lao
8	Lao	EIGHT	ແປດ					lao	Eurasia	Tai-Kadai	Lao
9	Lao	NINE	ເກົ້າ					lao	Eurasia	Tai-Kadai	Lao
10	Lao	TEN	ສິບ					lao	Eurasia	Tai-Kadai	Lao
11	Lao	ELEVEN	ສິບ ເອັດ					lao	Eurasia	Tai-Kadai	Lao
12	Lao	TWELVE	ສິບ ສອງ					lao	Eurasia	Tai-Kadai	Lao
13	Lao	THIRTEEN	ສິບ ສາມ					lao	Eurasia	Tai-Kadai	Lao
14	Lao	FOURTEEN	ສິບ ສີ່					lao	Eurasia	Tai-Kadai	Lao
15	Lao	FIFTEEN	ສິບ ຫ້າ					lao	Eurasia	Tai-Kadai	Lao
16	Lao	SIXTEEN	ສິບ ຫົກ					lao	Eurasia	Tai-Kadai	Lao
17	Lao	SEVENTEEN	ສິບ ເຈັດ					lao	Eurasia	Tai-Kadai	Lao
18	Lao	EIGHTEEN	ສິບ ແປດ					lao	Eurasia	Tai-Kadai	Lao
19	Lao	NINETEEN	ສິບ ເກົ້າ					lao	Eurasia	Tai-Kadai	Lao
20	Lao	TWENTY	ຊາວ					lao	Eurasia	Tai-Kadai	Lao
21	Lao	TWENTY ONE	ຊາວ ເອັດ					lao	Eurasia	Tai-Kadai	Lao
22	Lao	TWENTY TWO	ຊາວ ສອງ					lao	Eurasia	Tai-Kadai	Lao
23	Lao	TWENTY THREE	ຊາວ ສາມ					lao	Eurasia	Tai-Kadai	Lao
24	Lao	TWENTY FOUR	ຊາວ ສີ່					lao	Eurasia	Tai-Kadai	Lao
25	Lao	TWENTY FIVE	ຊາວ ຫ້າ					lao	Eurasia	Tai-Kadai	Lao
26	Lao	TWENTY SIX	ຊາວ ຫົກ					lao	Eurasia	Tai-Kadai	Lao
27	Lao	TWENTY SEVEN	ຊາວ ເຈັດ					lao	Eurasia	Tai-Kadai	Lao
28	Lao	TWENTY EIGHT	ຊາວ ແປດ					lao	Eurasia	Tai-Kadai	Lao
29	Lao	TWENTY NINE	ຊາວ ເກົ້າ					lao	Eurasia	Tai-Kadai	Lao
30	Lao	THIRTY	ສາມ ສິບ					lao	Eurasia	Tai-Kadai	Lao
31	Lao	THIRTY ONE	ສາມ ສິບ ເອັດ					lao	Eurasia	Tai-Kadai	Lao
32	Lao	THIRTY TWO	ສາມ ສິບ ສອງ					lao	Eurasia	Tai-Kadai	Lao
33	Lao	THIRTY THREE	ສາມ ສິບ ສາມ					lao	Eurasia	Tai-Kadai	Lao
34	Lao	THIRTY FOUR	ສາມ ສິບ ສີ່					lao	Eurasia	Tai-Kadai	Lao
35	Lao	THIRTY FIVE	ສາມ ສິບ ຫ້າ					lao	Eurasia	Tai-Kadai	Lao
36	Lao	THIRTY SIX	ສາມ ສິບ ຫົກ					lao	Eurasia	Tai-Kadai	Lao
37	Lao	THIRTY SEVEN	ສາມ ສິບ ເຈັດ					lao	Eurasia	Tai-Kadai	Lao
38	Lao	THIRTY EIGHT	ສາມ ສິບ ແປດ					lao	Eurasia	Tai-Kadai	Lao
39	Lao	THIRTY NINE	ສາມ ສິບ ເກົ້າ					lao	Eurasia	Tai-Kadai	Lao
40	Lao	FORTY	ສີ່ ສິບ					lao	Eurasia	Tai-Kadai	Lao
1	Latin	ONE	ûnus					lat	Eurasia	Indo-European	Latin
2	Latin	TWO	duo					lat	Eurasia	Indo-European	Latin
3	Latin	THREE	três					lat	Eurasia	Indo-European	Latin
4	Latin	FOUR	quattor					lat	Eurasia	Indo-European	Latin
5	Latin	FIVE	quînque					lat	Eurasia	Indo-European	Latin
6	Latin	SIX	sex					lat	Eurasia	Indo-European	Latin
7	Latin	SEVEN	septem					lat	Eurasia	Indo-European	Latin
8	Latin	EIGHT	octô					lat	Eurasia	Indo-European	Latin
9	Latin	NINE	novem					lat	Eurasia	Indo-European	Latin
10	Latin	TEN	decem					lat	Eurasia	Indo-European	Latin
11	Latin	ELEVEN	decem ûnus					lat	Eurasia	Indo-European	Latin
12	Latin	TWELVE	decem duo					lat	Eurasia	Indo-European	Latin
13	Latin	THIRTEEN	decem três					lat	Eurasia	Indo-European	Latin
14	Latin	FOURTEEN	decem quattor					lat	Eurasia	Indo-European	Latin
15	Latin	FIFTEEN	decem quînque					lat	Eurasia	Indo-European	Latin
16	Latin	SIXTEEN	decem sex					lat	Eurasia	Indo-European	Latin
17	Latin	SEVENTEEN	decem septem					lat	Eurasia	Indo-European	Latin
18	Latin	EIGHTEEN	decem octô					lat	Eurasia	Indo-European	Latin
19	Latin	NINETEEN	decem novem					lat	Eurasia	Indo-European	Latin
20	Latin	TWENTY	vîgintî					lat	Eurasia	Indo-European	Latin
21	Latin	TWENTY ONE	vîgintî ûnus					lat	Eurasia	Indo-European	Latin
22	Latin	TWENTY TWO	vîgintî duo					lat	Eurasia	Indo-European	Latin
23	Latin	TWENTY THREE	vîgintî três					lat	Eurasia	Indo-European	Latin
24	Latin	TWENTY FOUR	vîgintî quattor					lat	Eurasia	Indo-European	Latin
25	Latin	TWENTY FIVE	vîgintî quînque					lat	Eurasia	Indo-European	Latin
26	Latin	TWENTY SIX	vîgintî sex					lat	Eurasia	Indo-European	Latin
27	Latin	TWENTY SEVEN	vîgintî septem					lat	Eurasia	Indo-European	Latin
28	Latin	TWENTY EIGHT	vîgintî octô					lat	Eurasia	Indo-European	Latin
29	Latin	TWENTY NINE	vîgintî novem					lat	Eurasia	Indo-European	Latin
30	Latin	THIRTY	trîgintâ					lat	Eurasia	Indo-European	Latin
31	Latin	THIRTY ONE	trîgintâ ûnus					lat	Eurasia	Indo-European	Latin
32	Latin	THIRTY TWO	trîgintâ duo					lat	Eurasia	Indo-European	Latin
33	Latin	THIRTY THREE	trîgintâ três					lat	Eurasia	Indo-European	Latin
34	Latin	THIRTY FOUR	trîgintâ quattor					lat	Eurasia	Indo-European	Latin
35	Latin	THIRTY FIVE	trîgintâ quînque					lat	Eurasia	Indo-European	Latin
36	Latin	THIRTY SIX	trîgintâ sex					lat	Eurasia	Indo-European	Latin
37	Latin	THIRTY SEVEN	trîgintâ septem					lat	Eurasia	Indo-European	Latin
38	Latin	THIRTY EIGHT	trîgintâ octô					lat	Eurasia	Indo-European	Latin
39	Latin	THIRTY NINE	trîgintâ novem					lat	Eurasia	Indo-European	Latin
40	Latin	FORTY	quadrâgintâ					lat	Eurasia	Indo-European	Latin
0	Latvian	ZERO	nulle					lav	Eurasia	Indo-European	Latin
1	Latvian	ONE	viens					lav	Eurasia	Indo-European	Latin
2	Latvian	TWO	divi					lav	Eurasia	Indo-European	Latin
3	Latvian	THREE	trīs					lav	Eurasia	Indo-European	Latin
4	Latvian	FOUR	četri					lav	Eurasia	Indo-European	Latin
5	Latvian	FIVE	pieci					lav	Eurasia	Indo-European	Latin
6	Latvian	SIX	seši					lav	Eurasia	Indo-European	Latin
7	Latvian	SEVEN	septiņi					lav	Eurasia	Indo-European	Latin
8	Latvian	EIGHT	astoņi					lav	Eurasia	Indo-European	Latin
9	Latvian	NINE	deviņi					lav	Eurasia	Indo-European	Latin
10	Latvian	TEN	desmit					lav	Eurasia	Indo-European	Latin
11	Latvian	ELEVEN	vienpadsmit					lav	Eurasia	Indo-European	Latin
12	Latvian	TWELVE	divpadsmit					lav	Eurasia	Indo-European	Latin
13	Latvian	THIRTEEN	trīspadsmit					lav	Eurasia	Indo-European	Latin
14	Latvian	FOURTEEN	četrpadsmit					lav	Eurasia	Indo-European	Latin
15	Latvian	FIFTEEN	piecpadsmit					lav	Eurasia	Indo-European	Latin
16	Latvian	SIXTEEN	sešpadsmit					lav	Eurasia	Indo-European	Latin
17	Latvian	SEVENTEEN	septiņpadsmit					lav	Eurasia	Indo-European	Latin
18	Latvian	EIGHTEEN	astoņpadsmit					lav	Eurasia	Indo-European	Latin
19	Latvian	NINETEEN	deviņpadsmit					lav	Eurasia	Indo-European	Latin
20	Latvian	TWENTY	divdesmit					lav	Eurasia	Indo-European	Latin
21	Latvian	TWENTY ONE	divdesmit viens					lav	Eurasia	Indo-European	Latin
22	Latvian	TWENTY TWO	divdesmit divi					lav	Eurasia	Indo-European	Latin
23	Latvian	TWENTY THREE	divdesmit trīs					lav	Eurasia	Indo-European	Latin
24	Latvian	TWENTY FOUR	divdesmit četri					lav	Eurasia	Indo-European	Latin
25	Latvian	TWENTY FIVE	divdesmit pieci					lav	Eurasia	Indo-European	Latin
26	Latvian	TWENTY SIX	divdesmit seši					lav	Eurasia	Indo-European	Latin
27	Latvian	TWENTY SEVEN	divdesmit septiņi					lav	Eurasia	Indo-European	Latin
28	Latvian	TWENTY EIGHT	divdesmit astoņi					lav	Eurasia	Indo-European	Latin
29	Latvian	TWENTY NINE	divdesmit deviņi					lav	Eurasia	Indo-European	Latin
30	Latvian	THIRTY	trīs desmiti					lav	Eurasia	Indo-European	Latin
31	Latvian	THIRTY ONE	trīsdesmit viens					lav	Eurasia	Indo-European	Latin
32	Latvian	THIRTY TWO	trīsdesmit divi					lav	Eurasia	Indo-European	Latin
33	Latvian	THIRTY THREE	trīsdesmit trīs					lav	Eurasia	Indo-European	Latin
34	Latvian	THIRTY FOUR	trīsdesmit četri					lav	Eurasia	Indo-European	Latin
35	Latvian	THIRTY FIVE	trīsdesmit pieci					lav	Eurasia	Indo-European	Latin
36	Latvian	THIRTY SIX	trīsdesmit seši					lav	Eurasia	Indo-European	Latin
37	Latvian	THIRTY SEVEN	trīsdesmit septiņi					lav	Eurasia	Indo-European	Latin
38	Latvian	THIRTY EIGHT	trīsdesmit astoņi					lav	Eurasia	Indo-European	Latin
39	Latvian	THIRTY NINE	trīsdesmit deviņi					lav	Eurasia	Indo-European	Latin
40	Latvian	FORTY	četrdesmit					lav	Eurasia	Indo-European	Latin
0	Limburgan	ZERO	nöl					lim	Eurasia	Indo-European	Latin
1	Limburgan	ONE	ein					lim	Eurasia	Indo-European	Latin
2	Limburgan	TWO	twie					lim	Eurasia	Indo-European	Latin
3	Limburgan	THREE	drei					lim	Eurasia	Indo-European	Latin
4	Limburgan	FOUR	veer					lim	Eurasia	Indo-European	Latin
5	Limburgan	FIVE	vief					lim	Eurasia	Indo-European	Latin
6	Limburgan	SIX	zès					lim	Eurasia	Indo-European	Latin
7	Limburgan	SEVEN	zeve					lim	Eurasia	Indo-European	Latin
8	Limburgan	EIGHT	ach					lim	Eurasia	Indo-European	Latin
9	Limburgan	NINE	neuge					lim	Eurasia	Indo-European	Latin
10	Limburgan	TEN	teen					lim	Eurasia	Indo-European	Latin
11	Limburgan	ELEVEN	èlf					lim	Eurasia	Indo-European	Latin
12	Limburgan	TWELVE	twelf					lim	Eurasia	Indo-European	Latin
13	Limburgan	THIRTEEN	darteen					lim	Eurasia	Indo-European	Latin
14	Limburgan	FOURTEEN	veerteen					lim	Eurasia	Indo-European	Latin
15	Limburgan	FIFTEEN	viefteen					lim	Eurasia	Indo-European	Latin
16	Limburgan	SIXTEEN	zèsteen					lim	Eurasia	Indo-European	Latin
17	Limburgan	SEVENTEEN	zeveteen					lim	Eurasia	Indo-European	Latin
18	Limburgan	EIGHTEEN	achteen					lim	Eurasia	Indo-European	Latin
19	Limburgan	NINETEEN	neugeteen					lim	Eurasia	Indo-European	Latin
20	Limburgan	TWENTY	twintig					lim	Eurasia	Indo-European	Latin
21	Limburgan	TWENTY ONE	ein en twintig					lim	Eurasia	Indo-European	Latin
22	Limburgan	TWENTY TWO	twie en twintig					lim	Eurasia	Indo-European	Latin
23	Limburgan	TWENTY THREE	drei en twintig					lim	Eurasia	Indo-European	Latin
24	Limburgan	TWENTY FOUR	veer en twintig					lim	Eurasia	Indo-European	Latin
25	Limburgan	TWENTY FIVE	vief en twintig					lim	Eurasia	Indo-European	Latin
26	Limburgan	TWENTY SIX	zès en twintig					lim	Eurasia	Indo-European	Latin
27	Limburgan	TWENTY SEVEN	zeve en twintig					lim	Eurasia	Indo-European	Latin
28	Limburgan	TWENTY EIGHT	ach en twintig					lim	Eurasia	Indo-European	Latin
29	Limburgan	TWENTY NINE	neuge en twintig					lim	Eurasia	Indo-European	Latin
30	Limburgan	THIRTY	dartig					lim	Eurasia	Indo-European	Latin
31	Limburgan	THIRTY ONE	ein en dartig					lim	Eurasia	Indo-European	Latin
32	Limburgan	THIRTY TWO	twie en dartig					lim	Eurasia	Indo-European	Latin
33	Limburgan	THIRTY THREE	drei en dartig					lim	Eurasia	Indo-European	Latin
34	Limburgan	THIRTY FOUR	veer en dartig					lim	Eurasia	Indo-European	Latin
35	Limburgan	THIRTY FIVE	vief en dartig					lim	Eurasia	Indo-European	Latin
36	Limburgan	THIRTY SIX	zès en dartig					lim	Eurasia	Indo-European	Latin
37	Limburgan	THIRTY SEVEN	zeve en dartig					lim	Eurasia	Indo-European	Latin
38	Limburgan	THIRTY EIGHT	ach en dartig					lim	Eurasia	Indo-European	Latin
39	Limburgan	THIRTY NINE	neuge en dartig					lim	Eurasia	Indo-European	Latin
40	Limburgan	FORTY	veertig					lim	Eurasia	Indo-European	Latin
0	Lithuanian	ZERO	nuliai					lit	Eurasia	Indo-European	Latin
1	Lithuanian	ONE	vienas					lit	Eurasia	Indo-European	Latin
2	Lithuanian	TWO	du					lit	Eurasia	Indo-European	Latin
3	Lithuanian	THREE	trys					lit	Eurasia	Indo-European	Latin
4	Lithuanian	FOUR	keturi					lit	Eurasia	Indo-European	Latin
5	Lithuanian	FIVE	penki					lit	Eurasia	Indo-European	Latin
6	Lithuanian	SIX	šeši					lit	Eurasia	Indo-European	Latin
7	Lithuanian	SEVEN	septyni					lit	Eurasia	Indo-European	Latin
8	Lithuanian	EIGHT	aštuoni					lit	Eurasia	Indo-European	Latin
9	Lithuanian	NINE	devyni					lit	Eurasia	Indo-European	Latin
10	Lithuanian	TEN	dešimt					lit	Eurasia	Indo-European	Latin
11	Lithuanian	ELEVEN	vienuolika					lit	Eurasia	Indo-European	Latin
12	Lithuanian	TWELVE	dvylika					lit	Eurasia	Indo-European	Latin
13	Lithuanian	THIRTEEN	trylika					lit	Eurasia	Indo-European	Latin
14	Lithuanian	FOURTEEN	keturiolika					lit	Eurasia	Indo-European	Latin
15	Lithuanian	FIFTEEN	penkiolika					lit	Eurasia	Indo-European	Latin
16	Lithuanian	SIXTEEN	šešiolika					lit	Eurasia	Indo-European	Latin
17	Lithuanian	SEVENTEEN	septyniolika					lit	Eurasia	Indo-European	Latin
18	Lithuanian	EIGHTEEN	aštuoniolika					lit	Eurasia	Indo-European	Latin
19	Lithuanian	NINETEEN	devyniolika					lit	Eurasia	Indo-European	Latin
20	Lithuanian	TWENTY	dvidešimt					lit	Eurasia	Indo-European	Latin
21	Lithuanian	TWENTY ONE	dvidešimt vienas					lit	Eurasia	Indo-European	Latin
22	Lithuanian	TWENTY TWO	dvidešimt du					lit	Eurasia	Indo-European	Latin
23	Lithuanian	TWENTY THREE	dvidešimt trys					lit	Eurasia	Indo-European	Latin
24	Lithuanian	TWENTY FOUR	dvidešimt keturi					lit	Eurasia	Indo-European	Latin
25	Lithuanian	TWENTY FIVE	dvidešimt penki					lit	Eurasia	Indo-European	Latin
26	Lithuanian	TWENTY SIX	dvidešimt šeši					lit	Eurasia	Indo-European	Latin
27	Lithuanian	TWENTY SEVEN	dvidešimt septyni					lit	Eurasia	Indo-European	Latin
28	Lithuanian	TWENTY EIGHT	dvidešimt aštuoni					lit	Eurasia	Indo-European	Latin
29	Lithuanian	TWENTY NINE	dvidešimt devyni					lit	Eurasia	Indo-European	Latin
30	Lithuanian	THIRTY	trisdešimt					lit	Eurasia	Indo-European	Latin
31	Lithuanian	THIRTY ONE	trisdešimt vienas					lit	Eurasia	Indo-European	Latin
32	Lithuanian	THIRTY TWO	trisdešimt du					lit	Eurasia	Indo-European	Latin
33	Lithuanian	THIRTY THREE	trisdešimt trys					lit	Eurasia	Indo-European	Latin
34	Lithuanian	THIRTY FOUR	trisdešimt keturi					lit	Eurasia	Indo-European	Latin
35	Lithuanian	THIRTY FIVE	trisdešimt penki					lit	Eurasia	Indo-European	Latin
36	Lithuanian	THIRTY SIX	trisdešimt šeši					lit	Eurasia	Indo-European	Latin
37	Lithuanian	THIRTY SEVEN	trisdešimt septyni					lit	Eurasia	Indo-European	Latin
38	Lithuanian	THIRTY EIGHT	trisdešimt aštuoni					lit	Eurasia	Indo-European	Latin
39	Lithuanian	THIRTY NINE	trisdešimt devyni					lit	Eurasia	Indo-European	Latin
40	Lithuanian	FORTY	keturiasdešimt					lit	Eurasia	Indo-European	Latin
0	Lombard	ZERO	zero					lmo	Eurasia	Indo-European	Latin
1	Lombard	ONE	vün					lmo	Eurasia	Indo-European	Latin
2	Lombard	TWO	dü					lmo	Eurasia	Indo-European	Latin
3	Lombard	THREE	tri					lmo	Eurasia	Indo-European	Latin
4	Lombard	FOUR	quater					lmo	Eurasia	Indo-European	Latin
5	Lombard	FIVE	cinch					lmo	Eurasia	Indo-European	Latin
6	Lombard	SIX	ses					lmo	Eurasia	Indo-European	Latin
7	Lombard	SEVEN	set					lmo	Eurasia	Indo-European	Latin
8	Lombard	EIGHT	vot					lmo	Eurasia	Indo-European	Latin
9	Lombard	NINE	nöff					lmo	Eurasia	Indo-European	Latin
10	Lombard	TEN	des					lmo	Eurasia	Indo-European	Latin
11	Lombard	ELEVEN	vündes					lmo	Eurasia	Indo-European	Latin
12	Lombard	TWELVE	dudes					lmo	Eurasia	Indo-European	Latin
13	Lombard	THIRTEEN	tredes					lmo	Eurasia	Indo-European	Latin
14	Lombard	FOURTEEN	quatordes					lmo	Eurasia	Indo-European	Latin
15	Lombard	FIFTEEN	quindes					lmo	Eurasia	Indo-European	Latin
16	Lombard	SIXTEEN	sedes					lmo	Eurasia	Indo-European	Latin
17	Lombard	SEVENTEEN	derset					lmo	Eurasia	Indo-European	Latin
18	Lombard	EIGHTEEN	desdot					lmo	Eurasia	Indo-European	Latin
19	Lombard	NINETEEN	desnöff					lmo	Eurasia	Indo-European	Latin
20	Lombard	TWENTY	vinti					lmo	Eurasia	Indo-European	Latin
21	Lombard	TWENTY ONE	vinti vün					lmo	Eurasia	Indo-European	Latin
22	Lombard	TWENTY TWO	vinti dü					lmo	Eurasia	Indo-European	Latin
23	Lombard	TWENTY THREE	vinti tri					lmo	Eurasia	Indo-European	Latin
24	Lombard	TWENTY FOUR	vinti quater					lmo	Eurasia	Indo-European	Latin
25	Lombard	TWENTY FIVE	vinti cinch					lmo	Eurasia	Indo-European	Latin
26	Lombard	TWENTY SIX	vinti ses					lmo	Eurasia	Indo-European	Latin
27	Lombard	TWENTY SEVEN	vinti set					lmo	Eurasia	Indo-European	Latin
28	Lombard	TWENTY EIGHT	vinti vot					lmo	Eurasia	Indo-European	Latin
29	Lombard	TWENTY NINE	vinti nöff					lmo	Eurasia	Indo-European	Latin
30	Lombard	THIRTY	trenta					lmo	Eurasia	Indo-European	Latin
31	Lombard	THIRTY ONE	trenta vün					lmo	Eurasia	Indo-European	Latin
32	Lombard	THIRTY TWO	trenta dü					lmo	Eurasia	Indo-European	Latin
33	Lombard	THIRTY THREE	trenta tri					lmo	Eurasia	Indo-European	Latin
34	Lombard	THIRTY FOUR	trenta quater					lmo	Eurasia	Indo-European	Latin
35	Lombard	THIRTY FIVE	trenta cinch					lmo	Eurasia	Indo-European	Latin
36	Lombard	THIRTY SIX	trenta ses					lmo	Eurasia	Indo-European	Latin
37	Lombard	THIRTY SEVEN	trenta set					lmo	Eurasia	Indo-European	Latin
38	Lombard	THIRTY EIGHT	trenta vot					lmo	Eurasia	Indo-European	Latin
39	Lombard	THIRTY NINE	trenta nöff					lmo	Eurasia	Indo-European	Latin
40	Lombard	FORTY	quaranta					lmo	Eurasia	Indo-European	Latin
0	Moselle Franconian	ZERO	null					ltz	Eurasia	Indo-European	Latin
1	Moselle Franconian	ONE	eent					ltz	Eurasia	Indo-European	Latin
2	Moselle Franconian	TWO	zwee					ltz	Eurasia	Indo-European	Latin
3	Moselle Franconian	THREE	dräi					ltz	Eurasia	Indo-European	Latin
4	Moselle Franconian	FOUR	véier					ltz	Eurasia	Indo-European	Latin
5	Moselle Franconian	FIVE	fënnef					ltz	Eurasia	Indo-European	Latin
6	Moselle Franconian	SIX	sechs					ltz	Eurasia	Indo-European	Latin
7	Moselle Franconian	SEVEN	siwen					ltz	Eurasia	Indo-European	Latin
8	Moselle Franconian	EIGHT	aacht					ltz	Eurasia	Indo-European	Latin
9	Moselle Franconian	NINE	néng					ltz	Eurasia	Indo-European	Latin
10	Moselle Franconian	TEN	zéng					ltz	Eurasia	Indo-European	Latin
11	Moselle Franconian	ELEVEN	eelef					ltz	Eurasia	Indo-European	Latin
12	Moselle Franconian	TWELVE	zwielef					ltz	Eurasia	Indo-European	Latin
13	Moselle Franconian	THIRTEEN	dräizéng					ltz	Eurasia	Indo-European	Latin
14	Moselle Franconian	FOURTEEN	véierzéng					ltz	Eurasia	Indo-European	Latin
15	Moselle Franconian	FIFTEEN	fofzéng					ltz	Eurasia	Indo-European	Latin
16	Moselle Franconian	SIXTEEN	siechzéng					ltz	Eurasia	Indo-European	Latin
17	Moselle Franconian	SEVENTEEN	siwwenzéng					ltz	Eurasia	Indo-European	Latin
18	Moselle Franconian	EIGHTEEN	uechtzéng					ltz	Eurasia	Indo-European	Latin
19	Moselle Franconian	NINETEEN	nonzéng					ltz	Eurasia	Indo-European	Latin
20	Moselle Franconian	TWENTY	zwanzeg					ltz	Eurasia	Indo-European	Latin
21	Moselle Franconian	TWENTY ONE	een an zwanzeg					ltz	Eurasia	Indo-European	Latin
22	Moselle Franconian	TWENTY TWO	zwee an zwanzeg					ltz	Eurasia	Indo-European	Latin
23	Moselle Franconian	TWENTY THREE	dräi an zwanzeg					ltz	Eurasia	Indo-European	Latin
24	Moselle Franconian	TWENTY FOUR	véier an zwanzeg					ltz	Eurasia	Indo-European	Latin
25	Moselle Franconian	TWENTY FIVE	fënnef an zwanzeg					ltz	Eurasia	Indo-European	Latin
26	Moselle Franconian	TWENTY SIX	sechs an zwanzeg					ltz	Eurasia	Indo-European	Latin
27	Moselle Franconian	TWENTY SEVEN	siwen an zwanzeg					ltz	Eurasia	Indo-European	Latin
28	Moselle Franconian	TWENTY EIGHT	aacht an zwanzeg					ltz	Eurasia	Indo-European	Latin
29	Moselle Franconian	TWENTY NINE	néng an zwanzeg					ltz	Eurasia	Indo-European	Latin
30	Moselle Franconian	THIRTY	drësseg					ltz	Eurasia	Indo-European	Latin
