ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	COGIDS	NOTE	ISO639P3	MACROAREA	FAMILY	SCRIPT
31	Esperanto	THIRTY ONE	tri dek unu					epo	Eurasia	Artificial Language	Latin
32	Esperanto	THIRTY TWO	tri dek du					epo	Eurasia	Artificial Language	Latin
33	Esperanto	THIRTY THREE	tri dek tri					epo	Eurasia	Artificial Language	Latin
34	Esperanto	THIRTY FOUR	tri dek kvar					epo	Eurasia	Artificial Language	Latin
35	Esperanto	THIRTY FIVE	tri dek kvin					epo	Eurasia	Artificial Language	Latin
36	Esperanto	THIRTY SIX	tri dek ses					epo	Eurasia	Artificial Language	Latin
37	Esperanto	THIRTY SEVEN	tri dek sep					epo	Eurasia	Artificial Language	Latin
38	Esperanto	THIRTY EIGHT	tri dek ok					epo	Eurasia	Artificial Language	Latin
39	Esperanto	THIRTY NINE	tri dek naŭ					epo	Eurasia	Artificial Language	Latin
40	Esperanto	FORTY	kvar dek					epo	Eurasia	Artificial Language	Latin
0	Estonian	ZERO	null					est	Eurasia	Uralic	Latin
1	Estonian	ONE	üks					est	Eurasia	Uralic	Latin
2	Estonian	TWO	kaks					est	Eurasia	Uralic	Latin
3	Estonian	THREE	kolm					est	Eurasia	Uralic	Latin
4	Estonian	FOUR	neli					est	Eurasia	Uralic	Latin
5	Estonian	FIVE	viis					est	Eurasia	Uralic	Latin
6	Estonian	SIX	kuus					est	Eurasia	Uralic	Latin
7	Estonian	SEVEN	seitse					est	Eurasia	Uralic	Latin
8	Estonian	EIGHT	kaheksa					est	Eurasia	Uralic	Latin
9	Estonian	NINE	üheksa					est	Eurasia	Uralic	Latin
10	Estonian	TEN	kümme					est	Eurasia	Uralic	Latin
11	Estonian	ELEVEN	üks teist					est	Eurasia	Uralic	Latin
12	Estonian	TWELVE	kaks teist					est	Eurasia	Uralic	Latin
13	Estonian	THIRTEEN	kolm teist					est	Eurasia	Uralic	Latin
14	Estonian	FOURTEEN	neli teist					est	Eurasia	Uralic	Latin
15	Estonian	FIFTEEN	viis teist					est	Eurasia	Uralic	Latin
16	Estonian	SIXTEEN	kuus teist					est	Eurasia	Uralic	Latin
17	Estonian	SEVENTEEN	seitse teist					est	Eurasia	Uralic	Latin
18	Estonian	EIGHTEEN	kaheksa teist					est	Eurasia	Uralic	Latin
19	Estonian	NINETEEN	üheksa teist					est	Eurasia	Uralic	Latin
20	Estonian	TWENTY	kaks kümmend					est	Eurasia	Uralic	Latin
21	Estonian	TWENTY ONE	kaks kümmend üks					est	Eurasia	Uralic	Latin
22	Estonian	TWENTY TWO	kaks kümmend kaks					est	Eurasia	Uralic	Latin
23	Estonian	TWENTY THREE	kaks kümmend kolm					est	Eurasia	Uralic	Latin
24	Estonian	TWENTY FOUR	kaks kümmend neli					est	Eurasia	Uralic	Latin
25	Estonian	TWENTY FIVE	kaks kümmend viis					est	Eurasia	Uralic	Latin
26	Estonian	TWENTY SIX	kaks kümmend kuus					est	Eurasia	Uralic	Latin
27	Estonian	TWENTY SEVEN	kaks kümmend seitse					est	Eurasia	Uralic	Latin
28	Estonian	TWENTY EIGHT	kaks kümmend kaheksa					est	Eurasia	Uralic	Latin
29	Estonian	TWENTY NINE	kaks kümmend üheksa					est	Eurasia	Uralic	Latin
30	Estonian	THIRTY	kolm kümmend					est	Eurasia	Uralic	Latin
31	Estonian	THIRTY ONE	kolm kümmend üks					est	Eurasia	Uralic	Latin
32	Estonian	THIRTY TWO	kolm kümmend kaks					est	Eurasia	Uralic	Latin
33	Estonian	THIRTY THREE	kolm kümmend kolm					est	Eurasia	Uralic	Latin
34	Estonian	THIRTY FOUR	kolm kümmend neli					est	Eurasia	Uralic	Latin
35	Estonian	THIRTY FIVE	kolm kümmend viis					est	Eurasia	Uralic	Latin
36	Estonian	THIRTY SIX	kolm kümmend kuus					est	Eurasia	Uralic	Latin
37	Estonian	THIRTY SEVEN	kolm kümmend seitse					est	Eurasia	Uralic	Latin
38	Estonian	THIRTY EIGHT	kolm kümmend kaheksa					est	Eurasia	Uralic	Latin
39	Estonian	THIRTY NINE	kolm kümmend üheksa					est	Eurasia	Uralic	Latin
40	Estonian	FORTY	neli kümmend					est	Eurasia	Uralic	Latin
0	Basque	ZERO	zero					eus	Eurasia	Basque	Latin
1	Basque	ONE	bat					eus	Eurasia	Basque	Latin
2	Basque	TWO	bi					eus	Eurasia	Basque	Latin
3	Basque	THREE	hiru					eus	Eurasia	Basque	Latin
4	Basque	FOUR	lau					eus	Eurasia	Basque	Latin
5	Basque	FIVE	bost					eus	Eurasia	Basque	Latin
6	Basque	SIX	sei					eus	Eurasia	Basque	Latin
7	Basque	SEVEN	zazpi					eus	Eurasia	Basque	Latin
8	Basque	EIGHT	zortzi					eus	Eurasia	Basque	Latin
9	Basque	NINE	bederatzi					eus	Eurasia	Basque	Latin
10	Basque	TEN	hamar					eus	Eurasia	Basque	Latin
11	Basque	ELEVEN	hamaika					eus	Eurasia	Basque	Latin
12	Basque	TWELVE	hamabi					eus	Eurasia	Basque	Latin
13	Basque	THIRTEEN	hamahiru					eus	Eurasia	Basque	Latin
14	Basque	FOURTEEN	hamalau					eus	Eurasia	Basque	Latin
15	Basque	FIFTEEN	hamabost					eus	Eurasia	Basque	Latin
16	Basque	SIXTEEN	hamasei					eus	Eurasia	Basque	Latin
17	Basque	SEVENTEEN	hamazazpi					eus	Eurasia	Basque	Latin
18	Basque	EIGHTEEN	hemezortzi					eus	Eurasia	Basque	Latin
19	Basque	NINETEEN	hemeretzi					eus	Eurasia	Basque	Latin
20	Basque	TWENTY	hogei					eus	Eurasia	Basque	Latin
21	Basque	TWENTY ONE	hogeita bat					eus	Eurasia	Basque	Latin
22	Basque	TWENTY TWO	hogeita bi					eus	Eurasia	Basque	Latin
23	Basque	TWENTY THREE	hogeita hiru					eus	Eurasia	Basque	Latin
24	Basque	TWENTY FOUR	hogeita lau					eus	Eurasia	Basque	Latin
25	Basque	TWENTY FIVE	hogeita bost					eus	Eurasia	Basque	Latin
26	Basque	TWENTY SIX	hogeita sei					eus	Eurasia	Basque	Latin
27	Basque	TWENTY SEVEN	hogeita zazpi					eus	Eurasia	Basque	Latin
28	Basque	TWENTY EIGHT	hogeita zortzi					eus	Eurasia	Basque	Latin
29	Basque	TWENTY NINE	hogeita bederatzi					eus	Eurasia	Basque	Latin
30	Basque	THIRTY	hogeita hamar					eus	Eurasia	Basque	Latin
31	Basque	THIRTY ONE	hogeita hamaika					eus	Eurasia	Basque	Latin
32	Basque	THIRTY TWO	hogeita hamabi					eus	Eurasia	Basque	Latin
33	Basque	THIRTY THREE	hogeita hamahiru					eus	Eurasia	Basque	Latin
34	Basque	THIRTY FOUR	hogeita hamalau					eus	Eurasia	Basque	Latin
35	Basque	THIRTY FIVE	hogeita hamabost					eus	Eurasia	Basque	Latin
36	Basque	THIRTY SIX	hogeita hamasei					eus	Eurasia	Basque	Latin
37	Basque	THIRTY SEVEN	hogeita hamazazpi					eus	Eurasia	Basque	Latin
38	Basque	THIRTY EIGHT	hogeita hemezortzi					eus	Eurasia	Basque	Latin
39	Basque	THIRTY NINE	hogeita hemeretzi					eus	Eurasia	Basque	Latin
40	Basque	FORTY	berrogei					eus	Eurasia	Basque	Latin
1	Filipino	ONE	isa					fil	Papunesia	Austronesian	Latin
2	Filipino	TWO	dalawa					fil	Papunesia	Austronesian	Latin
3	Filipino	THREE	tatlo					fil	Papunesia	Austronesian	Latin
4	Filipino	FOUR	apat					fil	Papunesia	Austronesian	Latin
5	Filipino	FIVE	lima					fil	Papunesia	Austronesian	Latin
6	Filipino	SIX	anim					fil	Papunesia	Austronesian	Latin
7	Filipino	SEVEN	pito					fil	Papunesia	Austronesian	Latin
8	Filipino	EIGHT	walo					fil	Papunesia	Austronesian	Latin
9	Filipino	NINE	siyam					fil	Papunesia	Austronesian	Latin
10	Filipino	TEN	sampu					fil	Papunesia	Austronesian	Latin
11	Filipino	ELEVEN	labing isa					fil	Papunesia	Austronesian	Latin
12	Filipino	TWELVE	labindalawa					fil	Papunesia	Austronesian	Latin
13	Filipino	THIRTEEN	labintatlo					fil	Papunesia	Austronesian	Latin
14	Filipino	FOURTEEN	labing apat					fil	Papunesia	Austronesian	Latin
15	Filipino	FIFTEEN	labinlima					fil	Papunesia	Austronesian	Latin
16	Filipino	SIXTEEN	labing anim					fil	Papunesia	Austronesian	Latin
17	Filipino	SEVENTEEN	labimpito					fil	Papunesia	Austronesian	Latin
18	Filipino	EIGHTEEN	labingwalo					fil	Papunesia	Austronesian	Latin
19	Filipino	NINETEEN	labinsiyam					fil	Papunesia	Austronesian	Latin
20	Filipino	TWENTY	dalawampu					fil	Papunesia	Austronesian	Latin
21	Filipino	TWENTY ONE	dalawampu't isa					fil	Papunesia	Austronesian	Latin
22	Filipino	TWENTY TWO	dalawampu't dalawa					fil	Papunesia	Austronesian	Latin
23	Filipino	TWENTY THREE	dalawampu't tatlo					fil	Papunesia	Austronesian	Latin
24	Filipino	TWENTY FOUR	dalawampu't apat					fil	Papunesia	Austronesian	Latin
25	Filipino	TWENTY FIVE	dalawampu't lima					fil	Papunesia	Austronesian	Latin
26	Filipino	TWENTY SIX	dalawampu't anim					fil	Papunesia	Austronesian	Latin
27	Filipino	TWENTY SEVEN	dalawampu't pito					fil	Papunesia	Austronesian	Latin
28	Filipino	TWENTY EIGHT	dalawampu't walo					fil	Papunesia	Austronesian	Latin
29	Filipino	TWENTY NINE	dalawampu't siyam					fil	Papunesia	Austronesian	Latin
30	Filipino	THIRTY	tatlumpu					fil	Papunesia	Austronesian	Latin
31	Filipino	THIRTY ONE	tatlumpu't isa					fil	Papunesia	Austronesian	Latin
32	Filipino	THIRTY TWO	tatlumpu't dalawa					fil	Papunesia	Austronesian	Latin
33	Filipino	THIRTY THREE	tatlumpu't tatlo					fil	Papunesia	Austronesian	Latin
34	Filipino	THIRTY FOUR	tatlumpu't apat					fil	Papunesia	Austronesian	Latin
35	Filipino	THIRTY FIVE	tatlumpu't lima					fil	Papunesia	Austronesian	Latin
36	Filipino	THIRTY SIX	tatlumpu't anim					fil	Papunesia	Austronesian	Latin
37	Filipino	THIRTY SEVEN	tatlumpu't pito					fil	Papunesia	Austronesian	Latin
38	Filipino	THIRTY EIGHT	tatlumpu't walo					fil	Papunesia	Austronesian	Latin
39	Filipino	THIRTY NINE	tatlumpu't siyam					fil	Papunesia	Austronesian	Latin
40	Filipino	FORTY	apatnapu					fil	Papunesia	Austronesian	Latin
0	Finnish	ZERO	nolla					fin	Eurasia	Uralic	Latin
1	Finnish	ONE	yksi					fin	Eurasia	Uralic	Latin
2	Finnish	TWO	kaksi					fin	Eurasia	Uralic	Latin
3	Finnish	THREE	kolme					fin	Eurasia	Uralic	Latin
4	Finnish	FOUR	neljä					fin	Eurasia	Uralic	Latin
5	Finnish	FIVE	viisi					fin	Eurasia	Uralic	Latin
6	Finnish	SIX	kuusi					fin	Eurasia	Uralic	Latin
7	Finnish	SEVEN	seitsemän					fin	Eurasia	Uralic	Latin
8	Finnish	EIGHT	kahdeksan					fin	Eurasia	Uralic	Latin
9	Finnish	NINE	yhdeksän					fin	Eurasia	Uralic	Latin
10	Finnish	TEN	kymmenen					fin	Eurasia	Uralic	Latin
11	Finnish	ELEVEN	yksitoista					fin	Eurasia	Uralic	Latin
12	Finnish	TWELVE	kaksitoista					fin	Eurasia	Uralic	Latin
13	Finnish	THIRTEEN	kolmetoista					fin	Eurasia	Uralic	Latin
14	Finnish	FOURTEEN	neljätoista					fin	Eurasia	Uralic	Latin
15	Finnish	FIFTEEN	viisitoista					fin	Eurasia	Uralic	Latin
16	Finnish	SIXTEEN	kuusitoista					fin	Eurasia	Uralic	Latin
17	Finnish	SEVENTEEN	seitsemäntoista					fin	Eurasia	Uralic	Latin
18	Finnish	EIGHTEEN	kahdeksantoista					fin	Eurasia	Uralic	Latin
19	Finnish	NINETEEN	yhdeksäntoista					fin	Eurasia	Uralic	Latin
20	Finnish	TWENTY	kaksikymmentä					fin	Eurasia	Uralic	Latin
21	Finnish	TWENTY ONE	kaksikymmentäyksi					fin	Eurasia	Uralic	Latin
22	Finnish	TWENTY TWO	kaksikymmentäkaksi					fin	Eurasia	Uralic	Latin
23	Finnish	TWENTY THREE	kaksikymmentäkolme					fin	Eurasia	Uralic	Latin
24	Finnish	TWENTY FOUR	kaksikymmentäneljä					fin	Eurasia	Uralic	Latin
25	Finnish	TWENTY FIVE	kaksikymmentäviisi					fin	Eurasia	Uralic	Latin
26	Finnish	TWENTY SIX	kaksikymmentäkuusi					fin	Eurasia	Uralic	Latin
27	Finnish	TWENTY SEVEN	kaksikymmentäseitsemän					fin	Eurasia	Uralic	Latin
28	Finnish	TWENTY EIGHT	kaksikymmentäkahdeksan					fin	Eurasia	Uralic	Latin
29	Finnish	TWENTY NINE	kaksikymmentäyhdeksän					fin	Eurasia	Uralic	Latin
30	Finnish	THIRTY	kolmekymmentä					fin	Eurasia	Uralic	Latin
31	Finnish	THIRTY ONE	kolmekymmentäyksi					fin	Eurasia	Uralic	Latin
32	Finnish	THIRTY TWO	kolmekymmentäkaksi					fin	Eurasia	Uralic	Latin
33	Finnish	THIRTY THREE	kolmekymmentäkolme					fin	Eurasia	Uralic	Latin
34	Finnish	THIRTY FOUR	kolmekymmentäneljä					fin	Eurasia	Uralic	Latin
35	Finnish	THIRTY FIVE	kolmekymmentäviisi					fin	Eurasia	Uralic	Latin
36	Finnish	THIRTY SIX	kolmekymmentäkuusi					fin	Eurasia	Uralic	Latin
37	Finnish	THIRTY SEVEN	kolmekymmentäseitsemän					fin	Eurasia	Uralic	Latin
38	Finnish	THIRTY EIGHT	kolmekymmentäkahdeksan					fin	Eurasia	Uralic	Latin
39	Finnish	THIRTY NINE	kolmekymmentäyhdeksän					fin	Eurasia	Uralic	Latin
40	Finnish	FORTY	neljäkymmentä					fin	Eurasia	Uralic	Latin
0	French	ZERO	zéro					fra	Eurasia	Indo-European	Latin
1	French	ONE	un					fra	Eurasia	Indo-European	Latin
2	French	TWO	deux					fra	Eurasia	Indo-European	Latin
3	French	THREE	trois					fra	Eurasia	Indo-European	Latin
4	French	FOUR	quatre					fra	Eurasia	Indo-European	Latin
5	French	FIVE	cinq					fra	Eurasia	Indo-European	Latin
6	French	SIX	six					fra	Eurasia	Indo-European	Latin
7	French	SEVEN	sept					fra	Eurasia	Indo-European	Latin
8	French	EIGHT	huit					fra	Eurasia	Indo-European	Latin
9	French	NINE	neuf					fra	Eurasia	Indo-European	Latin
10	French	TEN	dix					fra	Eurasia	Indo-European	Latin
11	French	ELEVEN	onze					fra	Eurasia	Indo-European	Latin
12	French	TWELVE	douze					fra	Eurasia	Indo-European	Latin
13	French	THIRTEEN	treize					fra	Eurasia	Indo-European	Latin
14	French	FOURTEEN	quatorze					fra	Eurasia	Indo-European	Latin
15	French	FIFTEEN	quinze					fra	Eurasia	Indo-European	Latin
16	French	SIXTEEN	seize					fra	Eurasia	Indo-European	Latin
17	French	SEVENTEEN	dix sept					fra	Eurasia	Indo-European	Latin
18	French	EIGHTEEN	dix huit					fra	Eurasia	Indo-European	Latin
19	French	NINETEEN	dix neuf					fra	Eurasia	Indo-European	Latin
20	French	TWENTY	vingt					fra	Eurasia	Indo-European	Latin
21	French	TWENTY ONE	vingt et un					fra	Eurasia	Indo-European	Latin
22	French	TWENTY TWO	vingt deux					fra	Eurasia	Indo-European	Latin
23	French	TWENTY THREE	vingt trois					fra	Eurasia	Indo-European	Latin
24	French	TWENTY FOUR	vingt quatre					fra	Eurasia	Indo-European	Latin
25	French	TWENTY FIVE	vingt cinq					fra	Eurasia	Indo-European	Latin
26	French	TWENTY SIX	vingt six					fra	Eurasia	Indo-European	Latin
27	French	TWENTY SEVEN	vingt sept					fra	Eurasia	Indo-European	Latin
28	French	TWENTY EIGHT	vingt huit					fra	Eurasia	Indo-European	Latin
29	French	TWENTY NINE	vingt neuf					fra	Eurasia	Indo-European	Latin
30	French	THIRTY	trente					fra	Eurasia	Indo-European	Latin
31	French	THIRTY ONE	trente et un					fra	Eurasia	Indo-European	Latin
32	French	THIRTY TWO	trente deux					fra	Eurasia	Indo-European	Latin
33	French	THIRTY THREE	trente trois					fra	Eurasia	Indo-European	Latin
34	French	THIRTY FOUR	trente quatre					fra	Eurasia	Indo-European	Latin
35	French	THIRTY FIVE	trente cinq					fra	Eurasia	Indo-European	Latin
36	French	THIRTY SIX	trente six					fra	Eurasia	Indo-European	Latin
37	French	THIRTY SEVEN	trente sept					fra	Eurasia	Indo-European	Latin
38	French	THIRTY EIGHT	trente huit					fra	Eurasia	Indo-European	Latin
39	French	THIRTY NINE	trente neuf					fra	Eurasia	Indo-European	Latin
40	French	FORTY	quarante					fra	Eurasia	Indo-European	Latin
0	French	ZERO	zéro					fra	Eurasia	Indo-European	Latin
1	French	ONE	un					fra	Eurasia	Indo-European	Latin
2	French	TWO	deux					fra	Eurasia	Indo-European	Latin
3	French	THREE	trois					fra	Eurasia	Indo-European	Latin
4	French	FOUR	quatre					fra	Eurasia	Indo-European	Latin
5	French	FIVE	cinq					fra	Eurasia	Indo-European	Latin
6	French	SIX	six					fra	Eurasia	Indo-European	Latin
7	French	SEVEN	sept					fra	Eurasia	Indo-European	Latin
8	French	EIGHT	huit					fra	Eurasia	Indo-European	Latin
9	French	NINE	neuf					fra	Eurasia	Indo-European	Latin
10	French	TEN	dix					fra	Eurasia	Indo-European	Latin
11	French	ELEVEN	onze					fra	Eurasia	Indo-European	Latin
12	French	TWELVE	douze					fra	Eurasia	Indo-European	Latin
13	French	THIRTEEN	treize					fra	Eurasia	Indo-European	Latin
14	French	FOURTEEN	quatorze					fra	Eurasia	Indo-European	Latin
15	French	FIFTEEN	quinze					fra	Eurasia	Indo-European	Latin
16	French	SIXTEEN	seize					fra	Eurasia	Indo-European	Latin
17	French	SEVENTEEN	dix sept					fra	Eurasia	Indo-European	Latin
18	French	EIGHTEEN	dix huit					fra	Eurasia	Indo-European	Latin
19	French	NINETEEN	dix neuf					fra	Eurasia	Indo-European	Latin
20	French	TWENTY	vingt					fra	Eurasia	Indo-European	Latin
21	French	TWENTY ONE	vingt et un					fra	Eurasia	Indo-European	Latin
22	French	TWENTY TWO	vingt deux					fra	Eurasia	Indo-European	Latin
23	French	TWENTY THREE	vingt trois					fra	Eurasia	Indo-European	Latin
24	French	TWENTY FOUR	vingt quatre					fra	Eurasia	Indo-European	Latin
25	French	TWENTY FIVE	vingt cinq					fra	Eurasia	Indo-European	Latin
26	French	TWENTY SIX	vingt six					fra	Eurasia	Indo-European	Latin
27	French	TWENTY SEVEN	vingt sept					fra	Eurasia	Indo-European	Latin
28	French	TWENTY EIGHT	vingt huit					fra	Eurasia	Indo-European	Latin
29	French	TWENTY NINE	vingt neuf					fra	Eurasia	Indo-European	Latin
30	French	THIRTY	trente					fra	Eurasia	Indo-European	Latin
31	French	THIRTY ONE	trente et un					fra	Eurasia	Indo-European	Latin
32	French	THIRTY TWO	trente deux					fra	Eurasia	Indo-European	Latin
33	French	THIRTY THREE	trente trois					fra	Eurasia	Indo-European	Latin
34	French	THIRTY FOUR	trente quatre					fra	Eurasia	Indo-European	Latin
35	French	THIRTY FIVE	trente cinq					fra	Eurasia	Indo-European	Latin
36	French	THIRTY SIX	trente six					fra	Eurasia	Indo-European	Latin
37	French	THIRTY SEVEN	trente sept					fra	Eurasia	Indo-European	Latin
38	French	THIRTY EIGHT	trente huit					fra	Eurasia	Indo-European	Latin
39	French	THIRTY NINE	trente neuf					fra	Eurasia	Indo-European	Latin
40	French	FORTY	quarante					fra	Eurasia	Indo-European	Latin
0	Western Frisian	ZERO	nul					fry	Eurasia	Indo-European	Latin
1	Western Frisian	ONE	ien					fry	Eurasia	Indo-European	Latin
2	Western Frisian	TWO	twa					fry	Eurasia	Indo-European	Latin
3	Western Frisian	THREE	trije					fry	Eurasia	Indo-European	Latin
4	Western Frisian	FOUR	fjouwer					fry	Eurasia	Indo-European	Latin
5	Western Frisian	FIVE	fiif					fry	Eurasia	Indo-European	Latin
6	Western Frisian	SIX	seis					fry	Eurasia	Indo-European	Latin
7	Western Frisian	SEVEN	sân					fry	Eurasia	Indo-European	Latin
8	Western Frisian	EIGHT	acht					fry	Eurasia	Indo-European	Latin
9	Western Frisian	NINE	njoggen					fry	Eurasia	Indo-European	Latin
10	Western Frisian	TEN	tsien					fry	Eurasia	Indo-European	Latin
11	Western Frisian	ELEVEN	alve					fry	Eurasia	Indo-European	Latin
12	Western Frisian	TWELVE	tolve					fry	Eurasia	Indo-European	Latin
13	Western Frisian	THIRTEEN	trettjin					fry	Eurasia	Indo-European	Latin
14	Western Frisian	FOURTEEN	fjirtjin					fry	Eurasia	Indo-European	Latin
15	Western Frisian	FIFTEEN	fyftjin					fry	Eurasia	Indo-European	Latin
16	Western Frisian	SIXTEEN	sechstjin					fry	Eurasia	Indo-European	Latin
17	Western Frisian	SEVENTEEN	santjin					fry	Eurasia	Indo-European	Latin
18	Western Frisian	EIGHTEEN	achttjin					fry	Eurasia	Indo-European	Latin
19	Western Frisian	NINETEEN	njoggentjin					fry	Eurasia	Indo-European	Latin
20	Western Frisian	TWENTY	tweintich					fry	Eurasia	Indo-European	Latin
21	Western Frisian	TWENTY ONE	ien en tweintich					fry	Eurasia	Indo-European	Latin
22	Western Frisian	TWENTY TWO	twa en tweintich					fry	Eurasia	Indo-European	Latin
23	Western Frisian	TWENTY THREE	trije en tweintich					fry	Eurasia	Indo-European	Latin
24	Western Frisian	TWENTY FOUR	fjouwer en tweintich					fry	Eurasia	Indo-European	Latin
25	Western Frisian	TWENTY FIVE	fiif en tweintich					fry	Eurasia	Indo-European	Latin
26	Western Frisian	TWENTY SIX	seis en tweintich					fry	Eurasia	Indo-European	Latin
27	Western Frisian	TWENTY SEVEN	sân en tweintich					fry	Eurasia	Indo-European	Latin
28	Western Frisian	TWENTY EIGHT	acht en tweintich					fry	Eurasia	Indo-European	Latin
29	Western Frisian	TWENTY NINE	njoggen en tweintich					fry	Eurasia	Indo-European	Latin
30	Western Frisian	THIRTY	tritich					fry	Eurasia	Indo-European	Latin
31	Western Frisian	THIRTY ONE	ien en tritich					fry	Eurasia	Indo-European	Latin
32	Western Frisian	THIRTY TWO	twa en tritich					fry	Eurasia	Indo-European	Latin
33	Western Frisian	THIRTY THREE	trije en tritich					fry	Eurasia	Indo-European	Latin
34	Western Frisian	THIRTY FOUR	fjouwer en tritich					fry	Eurasia	Indo-European	Latin
35	Western Frisian	THIRTY FIVE	fiif en tritich					fry	Eurasia	Indo-European	Latin
36	Western Frisian	THIRTY SIX	seis en tritich					fry	Eurasia	Indo-European	Latin
37	Western Frisian	THIRTY SEVEN	sân en tritich					fry	Eurasia	Indo-European	Latin
38	Western Frisian	THIRTY EIGHT	acht en tritich					fry	Eurasia	Indo-European	Latin
39	Western Frisian	THIRTY NINE	njoggen en tritich					fry	Eurasia	Indo-European	Latin
40	Western Frisian	FORTY	fjirtich					fry	Eurasia	Indo-European	Latin
0	Fula	ZERO	hoonde					ful	Africa	Atlantic-Congo	Latin
1	Fula	ONE	go'o					ful	Africa	Atlantic-Congo	Latin
2	Fula	TWO	ɗiɗi					ful	Africa	Atlantic-Congo	Latin
3	Fula	THREE	tati					ful	Africa	Atlantic-Congo	Latin
4	Fula	FOUR	nayi					ful	Africa	Atlantic-Congo	Latin
5	Fula	FIVE	jowi					ful	Africa	Atlantic-Congo	Latin
6	Fula	SIX	joweego'o					ful	Africa	Atlantic-Congo	Latin
7	Fula	SEVEN	joweeɗiɗi					ful	Africa	Atlantic-Congo	Latin
8	Fula	EIGHT	joweetati					ful	Africa	Atlantic-Congo	Latin
9	Fula	NINE	joweenayi					ful	Africa	Atlantic-Congo	Latin
10	Fula	TEN	sappo					ful	Africa	Atlantic-Congo	Latin
11	Fula	ELEVEN	sappo e go'o					ful	Africa	Atlantic-Congo	Latin
12	Fula	TWELVE	sappo e ɗiɗi					ful	Africa	Atlantic-Congo	Latin
13	Fula	THIRTEEN	sappo e tati					ful	Africa	Atlantic-Congo	Latin
14	Fula	FOURTEEN	sappo e nayi					ful	Africa	Atlantic-Congo	Latin
15	Fula	FIFTEEN	sappo e jowi					ful	Africa	Atlantic-Congo	Latin
16	Fula	SIXTEEN	sappo e joweego'o					ful	Africa	Atlantic-Congo	Latin
17	Fula	SEVENTEEN	sappo e joweeɗiɗi					ful	Africa	Atlantic-Congo	Latin
18	Fula	EIGHTEEN	sappo e joweetati					ful	Africa	Atlantic-Congo	Latin
19	Fula	NINETEEN	sappo e joweenayi					ful	Africa	Atlantic-Congo	Latin
20	Fula	TWENTY	cappanɗe ɗiɗi					ful	Africa	Atlantic-Congo	Latin
21	Fula	TWENTY ONE	cappanɗe ɗiɗi e go'o					ful	Africa	Atlantic-Congo	Latin
22	Fula	TWENTY TWO	cappanɗe ɗiɗi e ɗiɗi					ful	Africa	Atlantic-Congo	Latin
23	Fula	TWENTY THREE	cappanɗe ɗiɗi e tati					ful	Africa	Atlantic-Congo	Latin
24	Fula	TWENTY FOUR	cappanɗe ɗiɗi e nayi					ful	Africa	Atlantic-Congo	Latin
25	Fula	TWENTY FIVE	cappanɗe ɗiɗi e jowi					ful	Africa	Atlantic-Congo	Latin
26	Fula	TWENTY SIX	cappanɗe ɗiɗi joweego'o					ful	Africa	Atlantic-Congo	Latin
27	Fula	TWENTY SEVEN	cappanɗe ɗiɗi e joweeɗiɗi					ful	Africa	Atlantic-Congo	Latin
28	Fula	TWENTY EIGHT	cappanɗe ɗiɗi e joweetati					ful	Africa	Atlantic-Congo	Latin
29	Fula	TWENTY NINE	cappanɗe ɗiɗi e joweenayi					ful	Africa	Atlantic-Congo	Latin
30	Fula	THIRTY	cappanɗe tati					ful	Africa	Atlantic-Congo	Latin
31	Fula	THIRTY ONE	cappanɗe tati e go'o					ful	Africa	Atlantic-Congo	Latin
32	Fula	THIRTY TWO	cappanɗe tati e ɗiɗi					ful	Africa	Atlantic-Congo	Latin
33	Fula	THIRTY THREE	cappanɗe tati e tati					ful	Africa	Atlantic-Congo	Latin
34	Fula	THIRTY FOUR	cappanɗe tati e nayi					ful	Africa	Atlantic-Congo	Latin
35	Fula	THIRTY FIVE	cappanɗe tati e jowi					ful	Africa	Atlantic-Congo	Latin
36	Fula	THIRTY SIX	cappanɗe tati joweego'o					ful	Africa	Atlantic-Congo	Latin
37	Fula	THIRTY SEVEN	cappanɗe tatie joweeɗiɗi					ful	Africa	Atlantic-Congo	Latin
38	Fula	THIRTY EIGHT	cappanɗe tati e tati					ful	Africa	Atlantic-Congo	Latin
39	Fula	THIRTY NINE	cappanɗe tati e nayi					ful	Africa	Atlantic-Congo	Latin
40	Fula	FORTY	cappanɗe nayi					ful	Africa	Atlantic-Congo	Latin
0	Scottish Gaelic	ZERO	neoni					gla	Eurasia	Indo-European	Latin
1	Scottish Gaelic	ONE	aon					gla	Eurasia	Indo-European	Latin
2	Scottish Gaelic	TWO	dhà					gla	Eurasia	Indo-European	Latin
3	Scottish Gaelic	THREE	trì					gla	Eurasia	Indo-European	Latin
4	Scottish Gaelic	FOUR	ceithir					gla	Eurasia	Indo-European	Latin
5	Scottish Gaelic	FIVE	còig					gla	Eurasia	Indo-European	Latin
6	Scottish Gaelic	SIX	sia					gla	Eurasia	Indo-European	Latin
7	Scottish Gaelic	SEVEN	seachd					gla	Eurasia	Indo-European	Latin
8	Scottish Gaelic	EIGHT	ochd					gla	Eurasia	Indo-European	Latin
9	Scottish Gaelic	NINE	naoi					gla	Eurasia	Indo-European	Latin
10	Scottish Gaelic	TEN	deich					gla	Eurasia	Indo-European	Latin
11	Scottish Gaelic	ELEVEN	deich aon					gla	Eurasia	Indo-European	Latin
