ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
25	Georgian	twenty five	oc-da-xut-i	o tsʰ + d a + χ u tʰ + i	twenty and five nominative	o tsʰ + d a + χ u tʰ + i	14 2 4 7		wiktionary
26	Georgian	twenty six	oc-da-ekvs-i	o tsʰ + d a + e kʰʷ s + i	twenty and six nominative	o tsʰ + d a + e kʰʷ s + i	14 2 10 7		wiktionary
27	Georgian	twenty seven	oc-da-švid-i	o tsʰ + d a + ʃʷ i d + i	twenty and seven nominative	o tsʰ + d a + ʃʷ i d + i	14 2 9 7		wiktionary
28	Georgian	twenty eight	oc-da-rva	o tsʰ + d a + ɾʷ a	twenty and eight	o tsʰ + d a + ɾʷ a + 	14 2 3		wiktionary
29	Georgian	twenty nine	oc-da-cxra	o tsʰ + d a + tsʰ χ ɾ a	twenty and nine	o tsʰ + d a + tsʰ χ ɾ a + 	14 2 6		wiktionary
30	Georgian	thirty	oc-da-at-i	o tsʰ + d a + a tʰ + i	twenty and ten nominative	o tsʰ + d a + a tʰ + i	14 2 11 7		wiktionary
31	Georgian	thirty one	oc-da-t-ert-met’-i	o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	twenty and 0 one ten2 nominative	o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	14 2 1 8 12 7		wiktionary
32	Georgian	thirty two	oc-da-t-or-met’-i	o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	twenty and 0 two ten2 nominative	o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	14 2 1 15 12 7		wiktionary
33	Georgian	thirty three	oc-da-t-sam-met’-i	o tsʰ + d a + t/tʰ/m + s a -/m + m e tʼ + i	twenty and 0 three ten2 nominative	o tsʰ + d a + t + sʰ a + m e tʼ + i	14 2 1 13 12 7		wiktionary
34	Georgian	thirty four	oc-da-t-otx-met’-i	o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	twenty and 0 four ten2 nominative	o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	14 2 1 5 12 7		wiktionary
35	Georgian	thirty five	oc-da-t-xut-met’-i	o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	twenty and 0 five ten2 nominative	o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	14 2 1 4 12 7		wiktionary
36	Georgian	thirty six	oc-da-t-ekvs-met’-i	o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	twenty and 0 six ten2 nominative	o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	14 2 1 10 12 7		wiktionary
37	Georgian	thirty seven	oc-da-t-švid-met’-i	o tsʰ + d a + tʃʰʷ/tʰ + -/ʃʷ i d + m e tʼ + i	twenty and 0 seven ten2 nominative	o tsʰ + d a + t + ʃʰʷ i d + m e tʼ + i	14 2 1 9 12 7		wiktionary
38	Georgian	thirty eight	oc-da-t-vra-met’-i	o tsʰ + d a + tʰ + ʷɾ/ɾʷ a + m e tʼ + i	twenty and 0 eight ten2 nominative	o tsʰ + d a + tʰ + ʷ ɾ a + m e tʼ + i	14 2 1 3 12 7		wiktionary
39	Georgian	thirty nine	oc-da-cxra-met’-i	o tsʰ + d a + tsʰ/tʰ + -/tsʰ χ ɾ a + m e tʼ + i	twenty and 0 nine ten2 nominative	o tsʰ + d a + t + sʰ χ ɾ a + m e tʼ + i	14 2 1 6 12 7		wiktionary
40	Georgian	forty	or-m-oc-i	o ɾ + m + o tsʰ + i	two ? twenty nominative	o ɾ + m + o tsʰ + i	15 99 14 7		wiktionary
41	Georgian	forty one	or-m-oc-da-ert-i	o ɾ + m + o tsʰ + d a + e ɾ tʰ + i	two ? twenty and one nominative	o ɾ + m + o tsʰ + d a + e ɾ tʰ + i	15 99 14 2 8 7		wiktionary
42	Georgian	forty two	or-m-oc-da-or-i	o ɾ + m + o tsʰ + d a + o ɾ + i	two ? twenty and two nominative	o ɾ + m + o tsʰ + d a + o ɾ + i	15 99 14 2 15 7		wiktionary
43	Georgian	forty three	or-m-oc-da-sam-i	o ɾ + m + o tsʰ + d a + s a m + i	two ? twenty and three nominative	o ɾ + m + o tsʰ + d a + s a m + i	15 99 14 2 13 7		wiktionary
44	Georgian	forty four	or-m-oc-da-otx-i	o ɾ + m + o tsʰ + d a + o tʰ χ + i	two ? twenty and four nominative	o ɾ + m + o tsʰ + d a + o tʰ χ + i	15 99 14 2 5 7		wiktionary
45	Georgian	forty five	or-m-oc-da-xut-i	o ɾ + m + o tsʰ + d a + χ u tʰ + i	two ? twenty and five nominative	o ɾ + m + o tsʰ + d a + χ u tʰ + i	15 99 14 2 4 7		wiktionary
46	Georgian	forty six	or-m-oc-da-ekvs-i	o ɾ + m + o tsʰ + d a + e kʰʷ s + i	two ? twenty and six nominative	o ɾ + m + o tsʰ + d a + e kʰʷ s + i	15 99 14 2 10 7		wiktionary
47	Georgian	forty seven	or-m-oc-da-švid-i	o ɾ + m + o tsʰ + d a + ʃʷ i d + i	two ? twenty and seven nominative	o ɾ + m + o tsʰ + d a + ʃʷ i d + i	15 99 14 2 9 7		wiktionary
48	Georgian	forty eight	or-m-oc-da-rva	o ɾ + m + o tsʰ + d a + ɾʷ a	two ? twenty and eight	o ɾ + m + o tsʰ + d a + ɾʷ a + 	15 99 14 2 3		wiktionary
49	Georgian	forty nine	or-m-oc-da-cxra	o ɾ + m + o tsʰ + d a + tsʰ χ ɾ a	two ? twenty and nine	o ɾ + m + o tsʰ + d a + tsʰ χ ɾ a + 	15 99 14 2 6		wiktionary
50	Georgian	fifty	or-m-oc-da-at-i	o ɾ + m + o tsʰ + d a + a tʰ + i	two ? twenty and ten nominative	o ɾ + m + o tsʰ + d a + a tʰ + i	15 99 14 2 11 7		wiktionary
51	Georgian	fifty one	or-m-oc-da-t-ert-met’-i	o ɾ + m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	two ? twenty and 0 one ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	15 99 14 2 1 8 12 7		wiktionary
52	Georgian	fifty two	or-m-oc-da-t-or-met’-i	o ɾ + m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	two ? twenty and 0 two ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	15 99 14 2 1 15 12 7		wiktionary
53	Georgian	fifty three	or-m-oc-da-t-sam-met’-i	o ɾ + m + o tsʰ + d a + tsʰ/tʰ + -/s a -/m + m e tʼ + i	two ? twenty and 0 three ten2 nominative	o ɾ + m + o tsʰ + d a + t + sʰ a + m e tʼ + i	15 99 14 2 1 13 12 7		wiktionary
54	Georgian	fifty four	or-m-oc-da-t-otx-met’-i	o ɾ + m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	two ? twenty and 0 four ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	15 99 14 2 1 5 12 7		wiktionary
55	Georgian	fifty five	or-m-oc-da-t-xut-met’-i	o ɾ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	two ? twenty and 0 five ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	15 99 14 2 1 4 12 7		wiktionary
56	Georgian	fifty six	or-m-oc-da-t-ekvs-met’-i	o ɾ + m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	two ? twenty and 0 six ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	15 99 14 2 1 10 12 7		wiktionary
57	Georgian	fifty seven	or-m-oc-da-t-švid-met’-i	o ɾ + m + o tsʰ + d a + tʃʰʷ/tʰ + -/ʃʷ i d + m e tʼ + i	two ? twenty and 0 seven ten2 nominative	o ɾ + m + o tsʰ + d a + t + ʃʰʷ i d + m e tʼ + i	15 99 14 2 1 9 12 7		wiktionary
58	Georgian	fifty eight	or-m-oc-da-t-vra-met’-i	o ɾ + m + o tsʰ + d a + tʰ + ʷɾ/ɾʷ a + m e tʼ + i	two ? twenty and 0 eight ten2 nominative	o ɾ + m + o tsʰ + d a + tʰ + ʷ ɾ a + m e tʼ + i	15 99 14 2 1 3 12 7		wiktionary
59	Georgian	fifty nine	or-m-oc-da-cxra-met’-i	o ɾ + m + o tsʰ + d a + tsʰ/tʰ + -/tsʰ χ ɾ a + m e tʼ + i	two ? twenty and 0 nine ten2 nominative	o ɾ + m + o tsʰ + d a + t + sʰ χ ɾ a + m e tʼ + i	15 99 14 2 1 6 12 7		wiktionary
60	Georgian	sixty	sam-oc-i	s a m + o tsʰ + i	three twenty nominative	s a + m + o tsʰ + i	13 14 7		wiktionary
61	Georgian	sixty one	sam-oc-da-ert-i	s a m + o tsʰ + d a + e ɾ tʰ + i	three twenty and one nominative	s a + m + o tsʰ + d a + e ɾ tʰ + i	13 14 2 8 7		wiktionary
62	Georgian	sixty two	sam-oc-da-or-i	s a m + o tsʰ + d a + o ɾ + i	three twenty and two nominative	s a + m + o tsʰ + d a + o ɾ + i	13 14 2 15 7		wiktionary
63	Georgian	sixty three	sam-oc-da-sam-i	s a m + o tsʰ + d a + s a m + i	three twenty and three nominative	s a + m + o tsʰ + d a + s a m + i	13 14 2 13 7		wiktionary
64	Georgian	sixty four	sam-oc-da-otx-i	s a m + o tsʰ + d a + o tʰ χ + i	three twenty and four nominative	s a + m + o tsʰ + d a + o tʰ χ + i	13 14 2 5 7		wiktionary
65	Georgian	sixty five	sam-oc-da-xut-i	s a m + o tsʰ + d a + χ u tʰ + i	three twenty and five nominative	s a + m + o tsʰ + d a + χ u tʰ + i	13 14 2 4 7		wiktionary
66	Georgian	sixty six	sam-oc-da-ekvs-i	s a m + o tsʰ + d a + e kʰʷ s + i	three twenty and six nominative	s a + m + o tsʰ + d a + e kʰʷ s + i	13 14 2 10 7		wiktionary
67	Georgian	sixty seven	sam-oc-da-švid-i	s a m + o tsʰ + d a + ʃʷ i d + i	three twenty and seven nominative	s a + m + o tsʰ + d a + ʃʷ i d + i	13 14 2 9 7		wiktionary
68	Georgian	sixty eight	sam-oc-da-rva	s a m + o tsʰ + d a + ɾʷ a	three twenty and eight	s a + m + o tsʰ + d a + ɾʷ a + 	13 14 2 3		wiktionary
69	Georgian	sixty nine	sam-oc-da-cxra	s a m + o tsʰ + d a + tsʰ χ ɾ a	three twenty and nine	s a + m + o tsʰ + d a + tsʰ χ ɾ a + 	13 14 2 6		wiktionary
70	Georgian	seventy	sam-oc-da-at-i	s a m + o tsʰ + d a + a tʰ + i	three twenty and ten nominative	s a + m + o tsʰ + d a + a tʰ + i	13 14 2 11 7		wiktionary
71	Georgian	seventy one	sam-oc-da-t-ert-met’-i	s a m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	three twenty and 0 one ten2 nominative	s a + m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	13 14 2 1 8 12 7		wiktionary
72	Georgian	seventy two	sam-oc-da-t-or-met’-i	s a m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	three twenty and 0 two ten2 nominative	s a + m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	13 14 2 1 15 12 7		wiktionary
73	Georgian	seventy three	sam-oc-da-t-sam-met’-i	s a m + o tsʰ + d a + tsʰ/tʰ + -/s a -/m + m e tʼ + i	three twenty and 0 three ten2 nominative	s a + m + o tsʰ + d a + t + sʰ a + m e tʼ + i	13 14 2 1 13 12 7		wiktionary
74	Georgian	seventy four	sam-oc-da-t-otx-met’-i	s a m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	three twenty and 0 four ten2 nominative	s a + m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	13 14 2 1 5 12 7		wiktionary
75	Georgian	seventy five	sam-oc-da-t-xut-met’-i	s a m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	three twenty and 0 five ten2 nominative	s a + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	13 14 2 1 4 12 7		wiktionary
76	Georgian	seventy six	sam-oc-da-t-ekvs-met’-i	s a m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	three twenty and 0 six ten2 nominative	s a + m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	13 14 2 1 10 12 7		wiktionary
77	Georgian	seventy seven	sam-oc-da-t-švid-met’-i	s a m + o tsʰ + d a + tʃʰʷ/tʰ + -/ʃʷ i d + m e tʼ + i	three twenty and 0 seven ten2 nominative	s a + m + o tsʰ + d a + t + ʃʰʷ i d + m e tʼ + i	13 14 2 1 9 12 7		wiktionary
78	Georgian	seventy eight	sam-oc-da-t-vra-met’-i	s a m + o tsʰ + d a + tʰ + ʷɾ/ɾʷ a + m e tʼ + i	three twenty and 0 eight ten2 nominative	s a + m + o tsʰ + d a + tʰ + ʷ ɾ a + m e tʼ + i	13 14 2 1 3 12 7		wiktionary
79	Georgian	seventy nine	sam-oc-da-cxra-met’-i	s a m + o tsʰ + d a + tsʰ/tʰ + -/tsʰ χ ɾ a + m e tʼ + i	three twenty and 0 nine ten2 nominative	s a + m + o tsʰ + d a + t + sʰ χ ɾ a + m e tʼ + i	13 14 2 1 6 12 7		wiktionary
80	Georgian	eighty	otx-m-oc-i	o tʰ χ + m + o tsʰ + i	four ? twenty nominative	o tʰ χ + m + o tsʰ + i	5 99 14 7		wiktionary
81	Georgian	eighty one	otx-m-oc-da-ert-i	o tʰ χ + m + o tsʰ + d a + e ɾ tʰ + i	four ? twenty and one nominative	o tʰ χ + m + o tsʰ + d a + e ɾ tʰ + i	5 99 14 2 8 7		wiktionary
82	Georgian	eighty two	otx-m-oc-da-or-i	o tʰ χ + m + o tsʰ + d a + o ɾ + i	four ? twenty and two nominative	o tʰ χ + m + o tsʰ + d a + o ɾ + i	5 99 14 2 15 7		wiktionary
83	Georgian	eighty three	otx-m-oc-da-sam-i	o tʰ χ + m + o tsʰ + d a + s a m + i	four ? twenty and three nominative	o tʰ χ + m + o tsʰ + d a + s a m + i	5 99 14 2 13 7		wiktionary
84	Georgian	eighty four	otx-m-oc-da-otx-i	o tʰ χ + m + o tsʰ + d a + o tʰ χ + i	four ? twenty and four nominative	o tʰ χ + m + o tsʰ + d a + o tʰ χ + i	5 99 14 2 5 7		wiktionary
85	Georgian	eighty five	otx-m-oc-da-xut-i	o tʰ χ + m + o tsʰ + d a + χ u tʰ + i	four ? twenty and five nominative	o tʰ χ + m + o tsʰ + d a + χ u tʰ + i	5 99 14 2 4 7		wiktionary
86	Georgian	eighty six	otx-m-oc-da-ekvs-i	o tʰ χ + m + o tsʰ + d a + e kʰʷ s + i	four ? twenty and six nominative	o tʰ χ + m + o tsʰ + d a + e kʰʷ s + i	5 99 14 2 10 7		wiktionary
87	Georgian	eighty seven	otx-m-oc-da-švid-i	o tʰ χ + m + o tsʰ + d a + ʃʷ i d + i	four ? twenty and seven nominative	o tʰ χ + m + o tsʰ + d a + ʃʷ i d + i	5 99 14 2 9 7		wiktionary
88	Georgian	eighty eight	otx-m-oc-da-rva	o tʰ χ + m + o tsʰ + d a + ɾʷ a	four ? twenty and eight	o tʰ χ + m + o tsʰ + d a + ɾʷ a + 	5 99 14 2 3		wiktionary
89	Georgian	eighty nine	otx-m-oc-da-cxra	o tʰ χ + m + o tsʰ + d a + tsʰ χ ɾ a	four ? twenty and nine	o tʰ χ + m + o tsʰ + d a + tsʰ χ ɾ a + 	5 99 14 2 6		wiktionary
90	Georgian	ninety	otx-m-oc-da-at-i	o tʰ χ + m + o tsʰ + d a + a tʰ + i	four ? twenty and ten nominative	o tʰ χ + m + o tsʰ + d a + a tʰ + i	5 99 14 2 11 7		wiktionary
91	Georgian	ninety one	otx-m-oc-da-t-ert-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	four ? twenty and 0 one ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + e ɾ tʰ + m e tʼ + i	5 99 14 2 1 8 12 7		wiktionary
92	Georgian	ninety two	otx-m-oc-da-t-or-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	four ? twenty and 0 two ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + o ɾ + m e tʼ + i	5 99 14 2 1 15 12 7		wiktionary
93	Georgian	ninety three	otx-m-oc-da-t-sam-met’-i	o tʰ χ + m + o tsʰ + d a + tsʰ/tʰ + -/s a -/m + m e tʼ + i	four ? twenty and 0 three ten2 nominative	o tʰ χ + m + o tsʰ + d a + t + sʰ a + m e tʼ + i	5 99 14 2 1 13 12 7		wiktionary
94	Georgian	ninety four	otx-m-oc-da-t-otx-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	four ? twenty and 0 four ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + o tʰ χ + m e tʼ + i	5 99 14 2 1 5 12 7		wiktionary
95	Georgian	ninety five	otx-m-oc-da-t-xut-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	four ? twenty and 0 five ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i	5 99 14 2 1 4 12 7		wiktionary
96	Georgian	ninety six	otx-m-oc-da-t-ekvs-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	four ? twenty and 0 six ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + e kʰʷ s + m e tʼ + i	5 99 14 2 1 10 12 7		wiktionary
97	Georgian	ninety seven	otx-m-oc-da-t-švid-met’-i	o tʰ χ + m + o tsʰ + d a + tʃʰʷ/tʰ + -/ʃʷ i d + m e tʼ + i	four ? twenty and 0 seven ten2 nominative	o tʰ χ + m + o tsʰ + d a + t + ʃʰʷ i d + m e tʼ + i	5 99 14 2 1 9 12 7		wiktionary
98	Georgian	ninety eight	otx-m-oc-da-t-vra-met’-i	o tʰ χ + m + o tsʰ + d a + tʰ + ʷɾ/ɾʷ a + m e tʼ + i	four ? twenty and 0 eight ten2 nominative	o tʰ χ + m + o tsʰ + d a + tʰ + ʷ ɾ a + m e tʼ + i	5 99 14 2 1 3 12 7		wiktionary
99	Georgian	ninety nine	otx-m-oc-da-cxra-met’-i	o tʰ χ + m + o tsʰ + d a + tsʰ/tʰ + -/tsʰ χ ɾ a + m e tʼ + i	four ? twenty and 0 nine ten2 nominative	o tʰ χ + m + o tsʰ + d a + t + sʰ χ ɾ a + m e tʼ + i	5 99 14 2 1 6 12 7		wiktionary
