ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
114	hebr1245	fifty nine	חמישים ותשע	χamiʃimveteʃa	χ a m i/e ʃ + i m + v e + t e ʃ a	five suff_pl and nine	χ a m i/e ʃ + i m + v e + t e ʃ a	5 13 15 9		Etzion2020ModernHebrew
115	hebr1245	sixty	שישים	ʃiʃim	ʃ i/e ʃ + i m	six suff_pl	ʃ i/e ʃ + i m	6 13		Etzion2020ModernHebrew
116	hebr1245	sixty one	שישים ואחד	ʃiʃimveeχad	ʃ i/e ʃ + i m + v e + e χ a d	six suff_pl and one	ʃ i/e ʃ + i m + v e + e χ a d	6 13 15 1		Etzion2020ModernHebrew
117	hebr1245	sixty one	שישים ואחת	ʃiʃimveaχat	ʃ i/e ʃ + i m + v e + a/e χ a t/d	six suff_pl and one	ʃ i/e ʃ + i m + v e + a/e χ a t/d	6 13 15 1		Etzion2020ModernHebrew
118	hebr1245	sixty two	שישים ושניים	ʃiʃimuʃnajim	ʃ i/e ʃ + i m + u/v -/e + ʃ n a j i m	six suff_pl and two	ʃ i/e ʃ + i m + u/v -/e + ʃ n a j i m	6 13 15 2		Etzion2020ModernHebrew
119	hebr1245	sixty two	שישים ושתיים	ʃiʃimuʃtajim	ʃ i/e ʃ + i m + u/v -/e + ʃ t/n a j i m	six suff_pl and two	ʃ i/e ʃ + i m + u/v -/e + ʃ t/n a j i m	6 13 15 2		Etzion2020ModernHebrew
120	hebr1245	sixty three	שישים ושלושה	ʃiʃimuʃloʃa	ʃ i/e ʃ + i m + u/v -/e + ʃ -/a l o ʃ + a/-	six suff_pl and three suff_masc_sg	ʃ i/e ʃ + i m + u/v -/e + ʃ -/a l o ʃ + a/-	6 13 15 3 11		Etzion2020ModernHebrew
121	hebr1245	sixty three	שישים ושלוש	ʃiʃimveʃaloʃ	ʃ i/e ʃ + i m + v e + ʃ a l o ʃ	six suff_pl and three	ʃ i/e ʃ + i m + v e + ʃ a l o ʃ	6 13 15 3		Etzion2020ModernHebrew
122	hebr1245	sixty four	שישים וארבעה	ʃiʃimveaʁbaa	ʃ i/e ʃ + i m + v e + a ʁ b a + a/-	six suff_pl and four suff_masc_sg	ʃ i/e ʃ + i m + v e + a ʁ b a + a/-	6 13 15 4 11		Etzion2020ModernHebrew
123	hebr1245	sixty four	שישים וארבע	ʃiʃimveaʁba	ʃ i/e ʃ + i m + v e + a ʁ b a	six suff_pl and four	ʃ i/e ʃ + i m + v e + a ʁ b a	6 13 15 4		Etzion2020ModernHebrew
124	hebr1245	sixty five	שישים וחמישה	ʃiʃimveχamiʃa	ʃ i/e ʃ + i m + v e + χ a m i/e ʃ + a/-	six suff_pl and five suff_masc_sg	ʃ i/e ʃ + i m + v e + χ a m i/e ʃ + a/-	6 13 15 5 11		Etzion2020ModernHebrew
125	hebr1245	sixty five	שישים וחמש	ʃiʃimveχameʃ	ʃ i/e ʃ + i m + v e + χ a m e ʃ	six suff_pl and five	ʃ i/e ʃ + i m + v e + χ a m e ʃ	6 13 15 5		Etzion2020ModernHebrew
126	hebr1245	sixty six	שישים ושישה	ʃiʃimveʃiʃa	ʃ i/e ʃ + i m + v e + ʃ i/e ʃ + a/-	six suff_pl and six suff_masc_sg	ʃ i/e ʃ + i m + v e + ʃ i/e ʃ + a/-	6 13 15 6 11		Etzion2020ModernHebrew
127	hebr1245	sixty six	שישים ושש	ʃiʃimveʃeʃ	ʃ i/e ʃ + i m + v e + ʃ e ʃ	six suff_pl and six	ʃ i/e ʃ + i m + v e + ʃ e ʃ	6 13 15 6		Etzion2020ModernHebrew
128	hebr1245	sixty seven	שישים ושבעה	ʃiʃimveʃiva	ʃ i/e ʃ + i m + v e + ʃ i/e v -/a + a/-	six suff_pl and seven suff_masc_sg	ʃ i/e ʃ + i m + v e + ʃ i/e v -/a + a/-	6 13 15 7 11		Etzion2020ModernHebrew
129	hebr1245	sixty seven	שישים ושבע	ʃiʃimveʃeva	ʃ i/e ʃ + i m + v e + ʃ e v a	six suff_pl and seven	ʃ i/e ʃ + i m + v e + ʃ e v a	6 13 15 7		Etzion2020ModernHebrew
130	hebr1245	sixty eight	שישים ושמונה	ʃiʃimuʃmona	ʃ i/e ʃ + i m + u/v -/e + ʃ m o n -/e + a/-	six suff_pl and eight suff_masc_sg	ʃ i/e ʃ + i m + u/v -/e + ʃ m o n -/e + a/-	6 13 15 8 11		Etzion2020ModernHebrew
131	hebr1245	sixty eight	שישים ושמונה	ʃiʃimuʃmone	ʃ i/e ʃ + i m + u/v -/e + ʃ m o n e	six suff_pl and eight	ʃ i/e ʃ + i m + u/v -/e + ʃ m o n e	6 13 15 8		Etzion2020ModernHebrew
132	hebr1245	sixty nine	שישים ותשעה	ʃiʃimvetiʃa	ʃ i/e ʃ + i m + v e + t i/e ʃ -/a + a/-	six suff_pl and nine suff_masc_sg	ʃ i/e ʃ + i m + v e + t i/e ʃ -/a + a/-	6 13 15 9 11		Etzion2020ModernHebrew
133	hebr1245	sixty nine	שישים ותשע	ʃiʃimveteʃa	ʃ i/e ʃ + i m + v e + t e ʃ a	six suff_pl and nine	ʃ i/e ʃ + i m + v e + t e ʃ a	6 13 15 9		Etzion2020ModernHebrew
134	hebr1245	seventy	שבעים	ʃivim	ʃ i/e v -/a + i m	seven suff_pl	ʃ i/e v -/a + i m	7 13		Etzion2020ModernHebrew
135	hebr1245	seventy one	שבעים ואחד	ʃivimveeχad	ʃ i/e v -/a + i m + v e + e χ a d	seven suff_pl and one	ʃ i/e v -/a + i m + v e + e χ a d	7 13 15 ?		Etzion2020ModernHebrew
136	hebr1245	seventy one	שבעים ואחת	ʃivimveaχat	ʃ i/e v -/a + i m + v e + a/e χ a t/d	seven suff_pl and one	ʃ i/e v -/a + i m + v e + a/e χ a t/d	7 13 15 1		Etzion2020ModernHebrew
137	hebr1245	seventy two	שבעים ושניים	ʃivimuʃnajim	ʃ i/e v -/a + i m + u/v -/e + ʃ n a j i m	seven suff_pl and two	ʃ i/e v -/a + i m + u/v -/e + ʃ n a j i m	7 13 15 2		Etzion2020ModernHebrew
138	hebr1245	seventy two	שבעים ושתיים	ʃivimuʃtajim	ʃ i/e v -/a + i m + u/v -/e + ʃ t/n a j i m	seven suff_pl and two	ʃ i/e v -/a + i m + u/v -/e + ʃ t/n a j i m	7 13 15 2		Etzion2020ModernHebrew
139	hebr1245	seventy three	שבעים ושלושה	ʃivimuʃloʃa	ʃ i/e v -/a + i m + u/v -/e + ʃ -/a l o ʃ + a/-	seven suff_pl and three suff_masc_sg	ʃ i/e v -/a + i m + u/v -/e + ʃ -/a l o ʃ + a/-	7 13 15 3 11		Etzion2020ModernHebrew
140	hebr1245	seventy three	שבעים ושלוש	ʃivimveʃaloʃ	ʃ i/e v -/a + i m + v e + ʃ a l o ʃ	seven suff_pl and three	ʃ i/e v -/a + i m + v e + ʃ a l o ʃ	7 13 15 3		Etzion2020ModernHebrew
141	hebr1245	seventy four	שבעים וארבעה	ʃivimveaʁbaa	ʃ i/e v -/a + i m + v e + a ʁ b a + a/-	seven suff_pl and four suff_masc_sg	ʃ i/e v -/a + i m + v e + a ʁ b a + a/-	7 13 15 4 11		Etzion2020ModernHebrew
142	hebr1245	seventy four	שבעים וארבע	ʃivimveaʁba	ʃ i/e v -/a + i m + v e + a ʁ b a	seven suff_pl and four	ʃ i/e v -/a + i m + v e + a ʁ b a	7 13 15 4		Etzion2020ModernHebrew
143	hebr1245	seventy five	שבעים וחמישה	ʃivimveχamiʃa	ʃ i/e v -/a + i m + v e + χ a m i/e ʃ + a/-	seven suff_pl and five suff_masc_sg	ʃ i/e v -/a + i m + v e + χ a m i/e ʃ + a/-	7 13 15 5 11		Etzion2020ModernHebrew
144	hebr1245	seventy five	שבעים וחמש	ʃivimveχameʃ	ʃ i/e v -/a + i m + v e + χ a m e ʃ	seven suff_pl and five	ʃ i/e v -/a + i m + v e + χ a m e ʃ	7 13 15 5		Etzion2020ModernHebrew
145	hebr1245	seventy six	שבעים ושישה	ʃivimveʃiʃa	ʃ i/e v -/a + i m + v e + ʃ i/e ʃ + a/-	seven suff_pl and six suff_masc_sg	ʃ i/e v -/a + i m + v e + ʃ i/e ʃ + a/-	7 13 15 6 11		Etzion2020ModernHebrew
146	hebr1245	seventy six	שבעים ושש	ʃivimveʃeʃ	ʃ i/e v -/a + i m + v e + ʃ e ʃ	seven suff_pl and six	ʃ i/e v -/a + i m + v e + ʃ e ʃ	7 13 15 6		Etzion2020ModernHebrew
147	hebr1245	seventy seven	שבעים ושבעה	ʃivimveʃiva	ʃ i/e v -/a + i m + v e + ʃ i/e v -/a + a/-	seven suff_pl and seven suff_masc_sg	ʃ i/e v -/a + i m + v e + ʃ i/e v -/a + a/-	7 13 15 7 11		Etzion2020ModernHebrew
148	hebr1245	seventy seven	שבעים ושבע	ʃivimveʃeva	ʃ i/e v -/a + i m + v e + ʃ e v a	seven suff_pl and seven	ʃ i/e v -/a + i m + v e + ʃ e v a	7 13 15 7		Etzion2020ModernHebrew
149	hebr1245	seventy eight	שבעים ושמונה	ʃivimuʃmona	ʃ i/e v -/a + i m + u/v -/e + ʃ m o n -/e + a/-	seven suff_pl and eight suff_masc_sg	ʃ i/e v -/a + i m + u/v -/e + ʃ m o n -/e + a/-	7 13 15 8 11		Etzion2020ModernHebrew
150	hebr1245	seventy eight	שבעים ושמונה	ʃivimuʃmone	ʃ i/e v -/a + i m + u/v -/e + ʃ m o n e	seven suff_pl and eight	ʃ i/e v -/a + i m + u/v -/e + ʃ m o n e	7 13 15 8		Etzion2020ModernHebrew
151	hebr1245	seventy nine	שבעים ותשעה	ʃivimvetiʃa	ʃ i/e v -/a + i m + v e + t i/e ʃ -/a + a/-	seven suff_pl and nine suff_masc_sg	ʃ i/e v -/a + i m + v e + t i/e ʃ -/a + a/-	7 13 15 9 11		Etzion2020ModernHebrew
152	hebr1245	seventy nine	שבעים ותשע	ʃivimveteʃa	ʃ i/e v -/a + i m + v e + t e ʃ a	seven suff_pl and nine	ʃ i/e v -/a + i m + v e + t e ʃ a	7 13 15 9		Etzion2020ModernHebrew
153	hebr1245	eighty	שמונים	ʃmonim	ʃ m o n -/e + i m	eight suff_pl	ʃ m o n -/e + i m	8 13		Etzion2020ModernHebrew
154	hebr1245	eighty one	שמונים ואחד	ʃmonimveeχad	ʃ m o n -/e + i m + v e + e χ a d	eight suff_pl and one	ʃ m o n -/e + i m + v e + e χ a d	8 13 15 1		Etzion2020ModernHebrew
155	hebr1245	eighty one	שמונים ואחת	ʃmonimveaχat	ʃ m o n -/e + i m + v e + a/e χ a t/d	eight suff_pl and one	ʃ m o n -/e + i m + v e + a/e χ a t/d	8 13 15 1		Etzion2020ModernHebrew
156	hebr1245	eighty two	שמונים ושניים	ʃmonimuʃnajim	ʃ m o n -/e + i m + u/v -/e + ʃ n a j i m	eight suff_pl and two	ʃ m o n -/e + i m + u/v -/e + ʃ n a j i m	8 13 15 2		Etzion2020ModernHebrew
157	hebr1245	eighty two	שמונים ושתיים	ʃmonimuʃtajim	ʃ m o n -/e + i m + u/v -/e + ʃ t/n a j i m	eight suff_pl and two	ʃ m o n -/e + i m + u/v -/e + ʃ t/n a j i m	8 13 15 2		Etzion2020ModernHebrew
158	hebr1245	eighty three	שמונים ושלושה	ʃmonimuʃloʃa	ʃ m o n -/e + i m + u/v -/e + ʃ -/a l o ʃ + a/-	eight suff_pl and three suff_masc_sg	ʃ m o n -/e + i m + u/v -/e + ʃ -/a l o ʃ + a/-	8 13 15 3 11		Etzion2020ModernHebrew
159	hebr1245	eighty three	שמונים ושלוש	ʃmonimveʃaloʃ	ʃ m o n -/e + i m + v e + ʃ a l o ʃ	eight suff_pl and three	ʃ m o n -/e + i m + v e + ʃ a l o ʃ	8 13 15 3		Etzion2020ModernHebrew
160	hebr1245	eighty four	שמונים וארבעה	ʃmonimveaʁbaa	ʃ m o n -/e + i m + v e + a ʁ b a + a/-	eight suff_pl and four suff_masc_sg	ʃ m o n -/e + i m + v e + a ʁ b a + a/-	8 13 15 4 11		Etzion2020ModernHebrew
161	hebr1245	eighty four	שמונים וארבע	ʃmonimveaʁba	ʃ m o n -/e + i m + v e + a ʁ b a	eight suff_pl and four	ʃ m o n -/e + i m + v e + a ʁ b a	8 13 15 4		Etzion2020ModernHebrew
162	hebr1245	eighty five	שמונים וחמישה	ʃmonimveχamiʃa	ʃ m o n -/e + i m + v e + χ a m i/e ʃ + a/-	eight suff_pl and five suff_masc_sg	ʃ m o n -/e + i m + v e + χ a m i/e ʃ + a/-	8 13 15 5 11		Etzion2020ModernHebrew
163	hebr1245	eighty five	שמונים וחמש	ʃmonimveχameʃ	ʃ m o n -/e + i m + v e + χ a m e ʃ	eight suff_pl and five	ʃ m o n -/e + i m + v e + χ a m e ʃ	8 13 15 5		Etzion2020ModernHebrew
164	hebr1245	eighty six	שמונים ושישה	ʃmonimveʃiʃa	ʃ m o n -/e + i m + v e + ʃ i/e ʃ + a/-	eight suff_pl and six suff_masc_sg	ʃ m o n -/e + i m + v e + ʃ i/e ʃ + a/-	8 13 15 6 11		Etzion2020ModernHebrew
165	hebr1245	eighty six	שמונים ושש	ʃmonimveʃeʃ	ʃ m o n -/e + i m + v e + ʃ e ʃ	eight suff_pl and six	ʃ m o n -/e + i m + v e + ʃ e ʃ	8 13 15 6		Etzion2020ModernHebrew
166	hebr1245	eighty seven	שמונים ושבעה	ʃmonimveʃiva	ʃ m o n -/e + i m + v e + ʃ i/e v -/a + a/-	eight suff_pl and seven suff_masc_sg	ʃ m o n -/e + i m + v e + ʃ i/e v -/a + a/-	8 13 15 7 11		Etzion2020ModernHebrew
167	hebr1245	eighty seven	שמונים ושבע	ʃmonimveʃeva	ʃ m o n -/e + i m + v e + ʃ e v a	eight suff_pl and seven	ʃ m o n -/e + i m + v e + ʃ e v a	8 13 15 7		Etzion2020ModernHebrew
168	hebr1245	eighty eight	שמונים ושמונה	ʃmonimuʃmona	ʃ m o n -/e + i m + u/v -/e + ʃ m o n -/e + a/-	eight suff_pl and eight suff_masc_sg	ʃ m o n -/e + i m + u/v -/e + ʃ m o n -/e + a/-	8 13 15 8 11		Etzion2020ModernHebrew
169	hebr1245	eighty eight	שמונים ושמונה	ʃmonimuʃmone	ʃ m o n -/e + i m + u/v -/e + ʃ m o n e	eight suff_pl and eight	ʃ m o n -/e + i m + u/v -/e + ʃ m o n e	8 13 15 8		Etzion2020ModernHebrew
170	hebr1245	eighty nine	שמונים ותשעה	ʃmonimvetiʃa	ʃ m o n -/e + i m + v e + t i/e ʃ -/a + a/-	eight suff_pl and nine suff_masc_sg	ʃ m o n -/e + i m + v e + t i/e ʃ -/a + a/-	8 13 15 9 11		Etzion2020ModernHebrew
171	hebr1245	eighty nine	שמונים ותשע	ʃmonimveteʃa	ʃ m o n -/e + i m + v e + t e ʃ a	eight suff_pl and nine	ʃ m o n -/e + i m + v e + t e ʃ a	8 13 15 9		Etzion2020ModernHebrew
172	hebr1245	ninety	תשעים	tiʃim	t i/e ʃ -/a + i m	nine suff_pl	t i/e ʃ -/a + i m	9 13		Etzion2020ModernHebrew
173	hebr1245	ninety one	תשעים ואחד	tiʃimveeχad	t i/e ʃ -/a + i m + v e + e χ a d	nine suff_pl and one	t i/e ʃ -/a + i m + v e + e χ a d	9 13 15 1		Etzion2020ModernHebrew
174	hebr1245	ninety one	תשעים ואחת	tiʃimveaχat	t i/e ʃ -/a + i m + v e + a/e χ a t/d	nine suff_pl and one	t i/e ʃ -/a + i m + v e + a/e χ a t/d	9 13 15 1		Etzion2020ModernHebrew
175	hebr1245	ninety two	תשעים ושניים	tiʃimuʃnajim	t i/e ʃ -/a + i m + u/v -/e + ʃ n a j i m	nine suff_pl and two	t i/e ʃ -/a + i m + u/v -/e + ʃ n a j i m	9 13 15 2		Etzion2020ModernHebrew
176	hebr1245	ninety two	תשעים ושתיים	tiʃimuʃtajim	t i/e ʃ -/a + i m + u/v -/e + ʃ t/n a j i m	nine suff_pl and two	t i/e ʃ -/a + i m + u/v -/e + ʃ t/n a j i m	9 13 15 2		Etzion2020ModernHebrew
177	hebr1245	ninety three	תשעים ושלושה	tiʃimuʃloʃa	t i/e ʃ -/a + i m + u/v -/e + ʃ -/a l o ʃ + a/-	nine suff_pl and three suff_masc_sg	t i/e ʃ -/a + i m + u/v -/e + ʃ -/a l o ʃ + a/-	9 13 15 3 11		Etzion2020ModernHebrew
178	hebr1245	ninety three	תשעים ושלוש	tiʃimveʃaloʃ	t i/e ʃ -/a + i m + v e + ʃ a l o ʃ	nine suff_pl and three	t i/e ʃ -/a + i m + v e + ʃ a l o ʃ	9 13 15 3		Etzion2020ModernHebrew
179	hebr1245	ninety four	תשעים וארבעה	tiʃimveaʁbaa	t i/e ʃ -/a + i m + v e + a ʁ b a + a/-	nine suff_pl and four suff_masc_sg	t i/e ʃ -/a + i m + v e + a ʁ b a + a/-	9 13 15 4 11		Etzion2020ModernHebrew
180	hebr1245	ninety four	תשעים וארבע	tiʃimveaʁba	t i/e ʃ -/a + i m + v e + a ʁ b a	nine suff_pl and four	t i/e ʃ -/a + i m + v e + a ʁ b a	9 13 15 4		Etzion2020ModernHebrew
181	hebr1245	ninety five	תשעים וחמישה	tiʃimveχamiʃa	t i/e ʃ -/a + i m + v e + χ a m i/e ʃ + a/-	nine suff_pl and five suff_masc_sg	t i/e ʃ -/a + i m + v e + χ a m i/e ʃ + a/-	9 13 15 5 11		Etzion2020ModernHebrew
182	hebr1245	ninety five	תשעים וחמש	tiʃimveχameʃ	t i/e ʃ -/a + i m + v e + χ a m e ʃ	nine suff_pl and five	t i/e ʃ -/a + i m + v e + χ a m e ʃ	9 13 15 5		Etzion2020ModernHebrew
183	hebr1245	ninety six	תשעים ושישה	tiʃimveʃiʃa	t i/e ʃ -/a + i m + v e + ʃ i/e ʃ + a/-	nine suff_pl and six suff_masc_sg	t i/e ʃ -/a + i m + v e + ʃ i/e ʃ + a/-	9 13 15 6 11		Etzion2020ModernHebrew
184	hebr1245	ninety six	תשעים ושש	tiʃimveʃeʃ	t i/e ʃ -/a + i m + v e + ʃ e ʃ	nine suff_pl and six	t i/e ʃ -/a + i m + v e + ʃ e ʃ	9 13 15 6		Etzion2020ModernHebrew
185	hebr1245	ninety seven	תשעים ושבעה	tiʃimveʃiva	t i/e ʃ -/a + i m + v e + ʃ i/e v -/a + a/-	nine suff_pl and seven suff_masc_sg	t i/e ʃ -/a + i m + v e + ʃ i/e v -/a + a/-	9 13 15 7 11		Etzion2020ModernHebrew
186	hebr1245	ninety seven	תשעים ושבע	tiʃimveʃeva	t i/e ʃ -/a + i m + v e + ʃ e v a	nine suff_pl and seven	t i/e ʃ -/a + i m + v e + ʃ e v a	9 13 15 7		Etzion2020ModernHebrew
187	hebr1245	ninety eight	תשעים ושמונה	tiʃimuʃmona	t i/e ʃ -/a + i m + u/v -/e + ʃ m o n -/e + a/-	nine suff_pl and eight suff_masc_sg	t i/e ʃ -/a + i m + u/v -/e + ʃ m o n -/e + a/-	9 13 15 8 11		Etzion2020ModernHebrew
188	hebr1245	ninety eight	תשעים ושמונה	tiʃimuʃmone	t i/e ʃ -/a + i m + u/v -/e + ʃ m o n e	nine suff_pl and eight	t i/e ʃ -/a + i m + u/v -/e + ʃ m o n e	9 13 15 8		Etzion2020ModernHebrew
189	hebr1245	ninety nine	תשעים ותשעה	tiʃimvetiʃa	t i/e ʃ -/a + i m + v e + t i/e ʃ -/a + a/-	nine suff_pl and nine suff_masc_sg	t i/e ʃ -/a + i m + v e + t i/e ʃ -/a + a/-	9 13 15 9 11		Etzion2020ModernHebrew
190	hebr1245	ninety nine	תשעים ותשע	tiʃimveteʃa	t i/e ʃ -/a + i m + v e + t e ʃ a	nine suff_pl and nine	t i/e ʃ -/a + i m + v e + t e ʃ a	9 13 15 9		Etzion2020ModernHebrew
#@highlight=TOKENS|ALIGNMENT|SEGMENTS
#@sampa=IPA|TOKENS|SEGMENTS|TRANSCRIPTION
#@css=menu:show|database:hide
#@basics=ALIGNMENT|COGIDS|CONCEPT|DOCULECT|FORM|MORPHEMES|NOTE|SOURCE|TOKENS|VALUE
#@_selected_doculects=hebr1245
#@_selected_concepts=one
#@sorted_taxa=hebr1245
#@sorted_concepts=one|two|three|four|five|six|seven|eight|nine|ten|eleven|twelve|thirteen|fourteen|fifteen|sixteen|seventeen|eighteen|nineteen|twenty|twenty one|twenty two|twenty three|twenty four|twenty five|twenty six|twenty seven|twenty eight|twenty nine|thirty|thirty one|thirty two|thirty three|thirty four|thirty five|thirty six|thirty seven|thirty eight|thirty nine|forty|forty one|forty two|forty three|forty four|forty five|forty six|forty seven|forty eight|forty nine|fifty|fifty one|fifty two|fifty three|fifty four|fifty five|fifty six|fifty seven|fifty eight|fifty nine|sixty|sixty one|sixty two|sixty three|sixty four|sixty five|sixty six|sixty seven|sixty eight|sixty nine|seventy|seventy one|seventy two|seventy three|seventy four|seventy five|seventy six|seventy seven|seventy eight|seventy nine|eighty|eighty one|eighty two|eighty three|eighty four|eighty five|eighty six|eighty seven|eighty eight|eighty nine|ninety|ninety one|ninety two|ninety three|ninety four|ninety five|ninety six|ninety seven|ninety eight|ninety nine
#@display=filedisplay|glosses
#@missing_marker=Ø
#@separator=	
#@gap_marker=-
#@formatter=false
#@root_formatter=COGIDS
#@note_formatter=NOTE
#@pattern_formatter=undefined
#@publish=undefined
#@_almcol=ALIGNMENT
#@filename=hebr1245.tsv
#@navbar=true
#@_morphology_mode=full
