ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
60	Dhivehi	sixty	haṭṭi	h a ʈː i	sixty	h a ʈː i	39		GnanadesikanDhivehi2017
61	Dhivehi	sixty one	ekāhaṭṭī	e k aː + h a ʈː i	one3 sixty	e k aː + h a ʈː i	26 39	Gnanadesikan (p. 107) marks long vowel on romanized form but not (to my knowledge) the non-romanized orthography; vowel is probably short	GnanadesikanDhivehi2017
62	Dhivehi	sixty two	bāhaṭṭi	b aː + h a ʈː i	two2 sixty	b aː + h a ʈː i	52 39		GnanadesikanDhivehi2017
63	Dhivehi	sixty three	tēhaṭṭi	t eː + h a ʈː i	three2 sixty	t eː + h a ʈː i	46 39		GnanadesikanDhivehi2017
64	Dhivehi	sixty four	saurahaṭṭi	s a u r a + h a ʈː i	four2 sixty	s a u r a + h a ʈː i	15 39		GnanadesikanDhivehi2017
65	Dhivehi	sixty five	fansahaṭṭi	f a n s a + h a ʈː i	five2 sixty	f a n s a + h a ʈː i	9 39		GnanadesikanDhivehi2017
66	Dhivehi	sixty six	sahaṭṭi	s a + h a ʈː i	six4 sixty	s a + h a ʈː i	38 39		GnanadesikanDhivehi2017
67	Dhivehi	sixty seven	satuhaṭṭi	s a t u + h a ʈː i	seven2 sixty	s a t u + h a ʈː i	30 39		GnanadesikanDhivehi2017
68	Dhivehi	sixty eight	aṣuhaṭṭi	a ʂ u + h a ʈː i	eight2 sixty	a ʂ u + h a ʈː i	2 39		GnanadesikanDhivehi2017
69	Dhivehi	sixty nine	onahat̊tari	o n a + h a t̊ t a r i	minus seventy	o n a + h a t̊ t a r i	19 34		GnanadesikanDhivehi2017
70	Dhivehi	seventy	hat̊tari	h a t̊ t a r i	seventy	h a t̊ t a r i	34		GnanadesikanDhivehi2017
71	Dhivehi	seventy one	ekāhat̊tari	e k aː + h a t̊ t a r i	one3 seventy	e k aː + h a t̊ t a r i	26 34		GnanadesikanDhivehi2017
72	Dhivehi	seventy two	bāhat̊tari	b aː + h a t̊ t a r i	two2 seventy	b aː + h a t̊ t a r i	52 34		GnanadesikanDhivehi2017
73	Dhivehi	seventy three	tēhat̊tari	t eː + h a t̊ t a r i	three2 seventy	t eː + h a t̊ t a r i	46 34		GnanadesikanDhivehi2017
74	Dhivehi	seventy four	saurahat̊tari	s a u r a + h a t̊ t a r i	four2 seventy	s a u r a + h a t̊ t a r i	15 34		GnanadesikanDhivehi2017
75	Dhivehi	seventy five	fansahat̊tari	f a n s a + h a t̊ t a r i	five2 seventy	f a n s a + h a t̊ t a r i	9 34		GnanadesikanDhivehi2017
76	Dhivehi	seventy six	sahat̊tari	s a + h a t̊ t a r i	six4 seventy	s a + h a t̊ t a r i	38 34		GnanadesikanDhivehi2017
77	Dhivehi	seventy seven	satuhat̊tari	s a t u + h a t̊ t a r i	seven2 seventy	s a t u + h a t̊ t a r i	30 34		GnanadesikanDhivehi2017
78	Dhivehi	seventy eight	aṣuhat̊tari	a ʂ u + h a t̊ t a r i	eight2 seventy	a ʂ u + h a t̊ t a r i	2 34		GnanadesikanDhivehi2017
79	Dhivehi	seventy nine	ona-āhi	o n a + aː h i	minus eighty2	o n a + aː h i	19 5		GnanadesikanDhivehi2017
80	Dhivehi	eighty	āhi	aː h i	eighty2	aː h i	5		GnanadesikanDhivehi2017
81	Dhivehi	eighty one	ekāhi	e k + aː h i	one4 eighty2	e k + aː h i	27 5	0 -> j /V_V?	GnanadesikanDhivehi2017
82	Dhivehi	eighty two	bayāhi	b a + j/- aː h i	two4 eighty2	b a + j aː h i	53 5		GnanadesikanDhivehi2017
83	Dhivehi	eighty three	teyāhi	t e + j/- aː h i	three3 eighty2	t e + j aː h i	47 5		GnanadesikanDhivehi2017
84	Dhivehi	eighty four	saurayāhi	s a u r a + j/- aː h i	four2 eighty2	s a u r a + j aː h i	15 5		GnanadesikanDhivehi2017
85	Dhivehi	eighty five	fansayāhi	f a n s a + j/- aː h i	five2 eighty2	f a n s a + j aː h i	9 5		GnanadesikanDhivehi2017
86	Dhivehi	eighty six	sayāhi	s a + j/- aː h i	six4 eighty2	s a + j aː h i	38 5		GnanadesikanDhivehi2017
87	Dhivehi	eighty seven	satāhi	s a t + aː h i	seven4 eighty2	s a t + aː h i	32 5		GnanadesikanDhivehi2017
88	Dhivehi	eighty eight	aṣāhi	a ʂ + aː h i	eight4 eighty2	a ʂ + aː h i	4 5		GnanadesikanDhivehi2017
89	Dhivehi	eighty nine	onavai	o n a + ʋ a i	minus ninety2	o n a + ʋ a i	19 22	haplology?	GnanadesikanDhivehi2017
90	Dhivehi	ninety	navai	n a ʋ a i	ninety	n a ʋ a i	21		GnanadesikanDhivehi2017
91	Dhivehi	ninety one	ekānavai	e k + aː n a ʋ a i	one4 ninety3	e k + aː n a ʋ a i	27 23	0 -> j /V_V?	GnanadesikanDhivehi2017
92	Dhivehi	ninety two	bayānavai	b a + j/- aː n a ʋ a i	two4 ninety3	b a + j aː n a ʋ a i	53 23		GnanadesikanDhivehi2017
93	Dhivehi	ninety three	teyānavai	t e + j/- aː n a ʋ a i	three3 ninety3	t e + j aː n a ʋ a i	47 23		GnanadesikanDhivehi2017
94	Dhivehi	ninety four	saurayānavai	s a u r a + j/- aː n a ʋ a i	four2 ninety3	s a u r a + j aː n a ʋ a i	15 23		GnanadesikanDhivehi2017
95	Dhivehi	ninety five	fansayānavai	f a n s a + j/- aː n a ʋ a i	five2 ninety3	f a n s a + j aː n a ʋ a i	9 23		GnanadesikanDhivehi2017
96	Dhivehi	ninety six	sayānavai	s a + j/- aː n a ʋ a i	six4 ninety3	s a + j aː n a ʋ a i	38 23		GnanadesikanDhivehi2017
97	Dhivehi	ninety seven	satānavai	s a t + aː n a ʋ a i	seven4 ninety3	s a t + aː n a ʋ a i	32 23		GnanadesikanDhivehi2017
98	Dhivehi	ninety eight	aṣānavai	a ʂ + aː n a ʋ a i	eight4 ninety3	a ʂ + aː n a ʋ a i	4 23		GnanadesikanDhivehi2017
99	Dhivehi	ninety nine	onasatta	o n a + s a tː a	minus hundred	o n a + s a tː a	19 18		GnanadesikanDhivehi2017
