ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
31	Scottish_Gaelic	twenty six	fichead 's a sia	fiçədsəʃia	f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	twenty and numeral_particle six	f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	20 15 16 6	decimal	LearnGaelic2021
32	Scottish_Gaelic	twenty six	sia air fhichead	ʃiaɛrʲiçəd	ʃ i a + ɛ rʲ + -/f i ç ə d	six on twenty	ʃ i a + ɛ rʲ + -/f i ç ə d	6 13 20	vigesimal	LearnGaelic2021
33	Scottish_Gaelic	twenty seven	fichead 's a seachd	fiçədsəʃɛxg	f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	twenty and numeral_particle seven	f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	20 15 16 7	decimal	LearnGaelic2021
34	Scottish_Gaelic	twenty seven	seachd air fhichead	ʃɛxgɛrʲiçəd	ʃ ɛ x g + ɛ rʲ + -/f i ç ə d	seven on twenty	ʃ ɛ x g + ɛ rʲ + -/f i ç ə d	7 13 20	vigesimal	LearnGaelic2021
35	Scottish_Gaelic	twenty eight	fichead 's a h-ochd	fiçədsəhɔxg	f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	twenty and numeral_particle eight	f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	20 15 16 8	decimal	LearnGaelic2021
36	Scottish_Gaelic	twenty eight	ochd air fhichead	ɔxgɛrʲiçəd	ɔ x g + ɛ rʲ + -/f i ç ə d	eight on twenty	ɔ x g + ɛ rʲ + -/f i ç ə d	8 13 20	vigesimal	LearnGaelic2021
37	Scottish_Gaelic	twenty nine	fichead 's a naoi	fiçədsən̪ˠɯj	f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	twenty and numeral_particle nine	f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	20 15 16 9	decimal	LearnGaelic2021
38	Scottish_Gaelic	twenty nine	naoi air fhichead	n̪ˠɯjɛrʲiçəd	n̪ˠ ɯ j + ɛ rʲ + -/f i ç ə d	nine on twenty	n̪ˠ ɯ j + ɛ rʲ + -/f i ç ə d	9 13 20	vigesimal	LearnGaelic2021
39	Scottish_Gaelic	thirty	trithead	triçəd	t r i ç ə d	thirty	t r i ç ə d	30	decimal	LearnGaelic2021
40	Scottish_Gaelic	thirty	deich air fhichead	dʲeçɛrʲiçəd	dʲ e ç + ɛ rʲ + -/f i ç ə d	ten on twenty	dʲ e ç + ɛ rʲ + -/f i ç ə d	11 13 20	vigesimal	LearnGaelic2021
41	Scottish_Gaelic	thirty one	ceathrad 's a h-aon	triçədsəhɯ̃ːn	t r i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	thirty and numeral_particle one	t r i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	30 15 16 1	decimal	LearnGaelic2021
42	Scottish_Gaelic	thirty one	aon-deug air fhichead	ɯ̃ːndʲiəgɛrʲiçəd	ɯ̃ː n + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	one ten on twenty	ɯ̃ː n + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	1 11 13 20	vigesimal	LearnGaelic2021
43	Scottish_Gaelic	thirty two	trithead 's a dhà	triçədsəɣaː	t r i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	thirty and numeral_particle two	t r i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	30 15 16 2	decimal	LearnGaelic2021
44	Scottish_Gaelic	thirty two	dhà-dheug air fhichead	ɣaːjiəgɛrʲiçəd	ɣ/d aː + j/dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	two ten on twenty -ty	ɣ/d aː + j/dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	2 11 13 20	vigesimal	LearnGaelic2021
45	Scottish_Gaelic	thirty three	trithead 's a trì	triçədsətriː	t r i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	thirty and numeral_particle three	t r i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	30 15 16 3	decimal	LearnGaelic2021
46	Scottish_Gaelic	thirty three	trì-deug air fhichead	triːdʲiəgɛrʲiçəd	t r iː + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	three ten on twenty	t r iː + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	3 11 13 20	vigesimal	LearnGaelic2021
47	Scottish_Gaelic	thirty four	trithead 's a ceithir	triçədsəkʲehɪrʲ	t r i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	thirty and numeral_particle four	t r i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	30 15 16 4	decimal	LearnGaelic2021
48	Scottish_Gaelic	thirty four	ceithir-deug air fhichead	kʲehɪrʲdʲiəgɛrʲiçəd	kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	four ten on twenty	kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	4 11 13 20	vigesimal	LearnGaelic2021
49	Scottish_Gaelic	thirty five	trithead 's a còig	triçədsəkoːgʲ	t r i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	thirty and numeral_particle five	t r i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	30 15 16 5	decimal	LearnGaelic2021
50	Scottish_Gaelic	thirty five	còig-deug air fhichead	koːgʲdʲiəgɛrʲiçəd	k oː gʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	five ten on twenty	k oː gʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	5 11 13 20	vigesimal	LearnGaelic2021
51	Scottish_Gaelic	thirty six	trithead 's a sia	triçədsəʃia	t r i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	thirty and numeral_particle six	t r i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	30 15 16 6	decimal	LearnGaelic2021
52	Scottish_Gaelic	thirty six	sia-deug air fhichead	ʃiadʲiəgɛrʲiçəd	ʃ i a + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	six ten on twenty	ʃ i a + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	6 11 13 20	vigesimal	LearnGaelic2021
53	Scottish_Gaelic	thirty seven	trithead 's a seachd	triçədsəʃɛxg	t r i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	thirty and numeral_particle seven	t r i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	30 15 16 7	decimal	LearnGaelic2021
54	Scottish_Gaelic	thirty seven	seachd-deug air fhichead	ʃɛxgdʲiəgɛrʲiçəd	ʃ ɛ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	seven ten on twenty	ʃ ɛ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	7 11 13 20	vigesimal	LearnGaelic2021
55	Scottish_Gaelic	thirty eight	trithead 's a h-ochd	triçədsəhɔxg	t r i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	thirty and numeral_particle eight	t r i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	30 15 16 8	decimal	LearnGaelic2021
56	Scottish_Gaelic	thirty eight	ochd-deug air fhichead	ɔxgdʲiəgɛrʲiçəd	ɔ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	eight ten on twenty	ɔ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	8 11 13 20	vigesimal	LearnGaelic2021
57	Scottish_Gaelic	thirty nine	trithead 's a naoi	triçədsən̪ˠɯj	t r i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	thirty and numeral_particle nine	t r i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	30 15 16 9	decimal	LearnGaelic2021
58	Scottish_Gaelic	thirty nine	naoi-deug air fhichead	n̪ˠɯjdʲiəgɛrʲiçəd	n̪ˠ ɯ j + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	nine ten on twenty	n̪ˠ ɯ j + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç ə d	9 11 13 20	vigesimal	LearnGaelic2021
59	Scottish_Gaelic	forty	dà fhichead	daːiçəd	d aː + -/f i ç ə d	two twenty	d aː + -/f i ç ə d	2 20	vigesimal	LearnGaelic2021
60	Scottish_Gaelic	forty	ceathrad	kʲɛrəd	kʲ ɛ r ə d	forty	kʲ ɛ r ə d	40	decimal	LearnGaelic2021
61	Scottish_Gaelic	forty one	dà fhichead 's a h-aon	daːiçədsəhɯ̃ːn	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	two twenty and numeral_particle one	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	2 20 15 16 1	vigesimal	LearnGaelic2021
62	Scottish_Gaelic	forty one	ceathrad 's a h-aon	kʲɛrədsəhɯ̃ːn	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	forty and numeral_particle one	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	40 15 16 1	decimal	LearnGaelic2021
63	Scottish_Gaelic	forty two	dà fhichead 's a dhà	daːiçədsəɣaː	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	two twenty and numeral_particle two	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	2 20 15 16 2	vigesimal	LearnGaelic2021
64	Scottish_Gaelic	forty two	ceathrad 's a dhà	kʲɛrədsəɣaː	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	forty and numeral_particle two	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	40 15 16 2	decimal	LearnGaelic2021
65	Scottish_Gaelic	forty three	dà fhichead 's a trì	daːiçədsətriː	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	two twenty and numeral_particle three	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	2 20 15 16 3	vigesimal	LearnGaelic2021
66	Scottish_Gaelic	forty three	ceathrad 's a trì	kʲɛrədsətriː	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + t r iː	forty and numeral_particle three	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + t r iː	40 15 16 3	decimal	LearnGaelic2021
67	Scottish_Gaelic	forty four	dà fhichead 's a ceithir	daːiçədsəkʲehɪrʲ	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	two twenty and numeral_particle four	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	2 20 15 16 4	vigesimal	LearnGaelic2021
68	Scottish_Gaelic	forty four	ceathrad 's a ceithir	kʲɛrədsəkʲehɪrʲ	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	forty and numeral_particle four	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	40 15 16 4	decimal	LearnGaelic2021
69	Scottish_Gaelic	forty five	dà fhichead 's a còig	daːiçədsəkoːgʲ	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	two twenty and numeral_particle five	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	2 20 15 16 5	vigesimal	LearnGaelic2021
70	Scottish_Gaelic	forty five	ceathrad 's a còig	kʲɛrədsəkoːgʲ	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	forty and numeral_particle five	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	40 15 16 5	decimal	LearnGaelic2021
71	Scottish_Gaelic	forty six	dà fhichead 's a sia	daːiçədsəʃia	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	two twenty and numeral_particle six	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	2 20 15 16 6	vigesimal	LearnGaelic2021
72	Scottish_Gaelic	forty six	ceathrad 's a sia	kʲɛrədsəʃia	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ʃ i a	forty and numeral_particle six	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ʃ i a	40 15 16 6	decimal	LearnGaelic2021
73	Scottish_Gaelic	forty seven	dà fhichead 's a seachd	daːiçədsəʃɛxg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	two twenty and numeral_particle seven	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	2 20 15 16 7	vigesimal	LearnGaelic2021
74	Scottish_Gaelic	forty seven	ceathrad 's a seachd	kʲɛrədsəʃɛxg	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	forty and numeral_particle seven	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	40 15 16 7	decimal	LearnGaelic2021
75	Scottish_Gaelic	forty eight	dà fhichead 's a h-ochd	daːiçədsəhɔxg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	two twenty and numeral_particle eight	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	2 20 15 16 8	vigesimal	LearnGaelic2021
76	Scottish_Gaelic	forty eight	ceathrad 's a h-ochd	kʲɛrədsəhɔxg	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	forty and numeral_particle eight	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	40 15 16 8	decimal	LearnGaelic2021
77	Scottish_Gaelic	forty nine	dà fhichead 's a naoi	daːiçədsən̪ˠɯj	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	two twenty and numeral_particle nine	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	2 20 15 16 9	vigesimal	LearnGaelic2021
78	Scottish_Gaelic	forty nine	ceathrad 's a naoi	kʲɛrədsən̪ˠɯj	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	forty and numeral_particle nine	kʲ ɛ r ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	40 15 16 9	decimal	LearnGaelic2021
79	Scottish_Gaelic	fifty	dà fhichead 's a deich	daːiçədsədʲeç	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	two twenty and numeral_particle ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	2 20 15 16 11	vigesimal	LearnGaelic2021
80	Scottish_Gaelic	fifty	leth-cheud	lʲeçəd	lʲ e -/h + ç ə d	half one_hundred	lʲ e -/h + ç ə d	10 100	half-hundred construction	LearnGaelic2021
81	Scottish_Gaelic	fifty	caogad	kɯːgəd	k ɯː g ə d	fifty	k ɯː g ə d	50	decimal	LearnGaelic2021
82	Scottish_Gaelic	fifty one	dà fhichead 's a h-aon deug	daːiçədsəhɯ̃ːndʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	two twenty and numeral_particle one ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	2 20 15 16 1 11	vigesimal	LearnGaelic2021
83	Scottish_Gaelic	fifty one	leth-cheud 's a h-aon	lʲeçədsəhɯ̃ːn	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	half one_hundred and numeral_particle one	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	10 100 15 16 1	half-hundred construction	LearnGaelic2021
84	Scottish_Gaelic	fifty one	caogad 's a h-aon	kɯːgədsəhɯ̃ːn	k ɯː g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	fifty and numeral_particle one	k ɯː g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	50 15 16 1	decimal	LearnGaelic2021
85	Scottish_Gaelic	fifty two	dà fhichead 's a dhà dheug	daːiçədsəɣaːjiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	two twenty and numeral_particle two ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	2 20 15 16 2 11	vigesimal	LearnGaelic2021
86	Scottish_Gaelic	fifty two	leth-cheud 's a dhà	lʲeçədsəɣaː	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	half one_hundred and numeral_particle two	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	10 100 15 16 2	half-hundred construction	LearnGaelic2021
87	Scottish_Gaelic	fifty two	caogad 's a dhà	kɯːgədsəɣaː	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	fifty and numeral_particle two	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	50 15 16 2	decimal	LearnGaelic2021
88	Scottish_Gaelic	fifty three	dà fhichead 's a trì deug	daːiçədsətriːdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	two twenty and numeral_particle three ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	2 20 15 16 3 11	vigesimal	LearnGaelic2021
89	Scottish_Gaelic	fifty three	leth-cheud 's a trì	lʲeçədsətriː	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + t r iː	half one_hundred and numeral_particle three	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + t r iː	10 100 15 16 3	half-hundred construction	LearnGaelic2021
90	Scottish_Gaelic	fifty three	caogad 's a trì	kɯːgədsətriː	k ɯː g ə d + -/a -/ɣ -/ə s + ə + t r iː	fifty and numeral_particle three	k ɯː g ə d + -/a -/ɣ -/ə s + ə + t r iː	50 15 16 3	decimal	LearnGaelic2021
91	Scottish_Gaelic	fifty four	dà fhichead 's a ceithir deug	daːiçədsəkʲehɪrʲdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	two twenty and numeral_particle four ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	2 20 15 16 4 11	vigesimal	LearnGaelic2021
92	Scottish_Gaelic	fifty four	leth-cheud 's a ceithir	lʲeçədsəkʲehɪrʲ	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	half one_hundred and numeral_particle four	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	10 100 15 16 4	half-hundred construction	LearnGaelic2021
93	Scottish_Gaelic	fifty four	caogad 's a ceithir	kɯːgədsəkʲehɪrʲ	k ɯː g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	fifty and numeral_particle four	k ɯː g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	50 15 16 4	decimal	LearnGaelic2021
94	Scottish_Gaelic	fifty five	dà fhichead 's a còig deug	daːiçədsəkoːgʲdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	two twenty and numeral_particle five ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	2 20 15 16 5 11	vigesimal	LearnGaelic2021
95	Scottish_Gaelic	fifty five	leth-cheud 's a còig	lʲeçədsəkoːgʲ	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	half one_hundred and numeral_particle five	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	10 100 15 16 5	half-hundred construction	LearnGaelic2021
96	Scottish_Gaelic	fifty five	caogad 's a còig	kɯːgədsəkoːgʲ	k ɯː g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	fifty and numeral_particle five	k ɯː g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	50 15 16 5	decimal	LearnGaelic2021
97	Scottish_Gaelic	fifty six	dà fhichead 's a sia deug	daːiçədsəʃiadʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	two twenty and numeral_particle six ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	2 20 15 16 6 11	vigesimal	LearnGaelic2021
98	Scottish_Gaelic	fifty six	leth-cheud 's a sia	lʲeçədsəʃia	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	half one_hundred and numeral_particle six	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	10 100 15 16 6	half-hundred construction	LearnGaelic2021
