ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
99	Scottish_Gaelic	fifty six	caogad 's a sia	kɯːgədsəʃia	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	fifty and numeral_particle six	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	50 15 16 6	decimal	LearnGaelic2021
100	Scottish_Gaelic	fifty seven	dà fhichead 's a seachd deug	daːiçədsəʃɛxgdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	two twenty and numeral_particle seven ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	2 20 15 16 7 11	vigesimal	LearnGaelic2021
101	Scottish_Gaelic	fifty seven	leth-cheud 's a seachd	lʲeçədsəʃɛxg	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	half one_hundred and numeral_particle seven	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	10 100 15 16 7	half-hundred construction	LearnGaelic2021
102	Scottish_Gaelic	fifty seven	caogad 's a seachd	kɯːgədsəʃɛxg	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	fifty and numeral_particle seven	k ɯː g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	50 15 16 7	decimal	LearnGaelic2021
103	Scottish_Gaelic	fifty eight	dà fhichead 's a h-ochd-deug	daːiçədsəhɔxgdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	two twenty and numeral_particle eight ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	2 20 15 16 8 11	vigesimal	LearnGaelic2021
104	Scottish_Gaelic	fifty eight	leth-cheud 's a h-ochd	lʲeçədsəhɔxg	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	half one_hundred and numeral_particle eight	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	10 100 15 16 8	half-hundred construction	LearnGaelic2021
105	Scottish_Gaelic	fifty eight	caogad 's a h-ochd	kɯːgədsəhɔxg	k ɯː g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	fifty and numeral_particle eight	k ɯː g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	50 15 16 8	decimal	LearnGaelic2021
106	Scottish_Gaelic	fifty nine	dà fhichead 's a naoi deug	daːiçədsən̪ˠɯjdʲiəg	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	two twenty and numeral_particle nine ten	d aː + -/f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	2 20 15 16 9 11	vigesimal	LearnGaelic2021
107	Scottish_Gaelic	fifty nine	leth-cheud 's a naoi	lʲeçədsən̪ˠɯj	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	half one_hundred and numeral_particle nine	lʲ e -/h + ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	10 100 15 16 9	half-hundred construction	LearnGaelic2021
108	Scottish_Gaelic	fifty nine	caogad 's a naoi	kɯːgədsən̪ˠɯj	k ɯː g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	fifty and numeral_particle nine	k ɯː g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	50 15 16 9	decimal	LearnGaelic2021
109	Scottish_Gaelic	sixty	trì fichead	triːfiçəd	t r iː + f i ç ə d	three twenty	t r iː + f i ç ə d	3 20	vigesimal	LearnGaelic2021
110	Scottish_Gaelic	sixty	seasgad	ʃesgəd	ʃ e s g ə d	sixty	ʃ e s g ə d	60	decimal	LearnGaelic2021
111	Scottish_Gaelic	sixty one	trì fichead 's a h-aon	triːfiçədsəhɯ̃ːn	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	three twenty and numeral_particle one	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	3 20 15 16 1	vigesimal	LearnGaelic2021
112	Scottish_Gaelic	sixty one	seasgad 's a h-aon	ʃesgədsəhɯ̃ːn	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	sixty and numeral_particle one	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	60 15 16 1	decimal	LearnGaelic2021
113	Scottish_Gaelic	sixty two	trì fichead 's a dhà	triːfiçədsəɣaː	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	three twenty and numeral_particle two	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	3 20 15 16 2	vigesimal	LearnGaelic2021
114	Scottish_Gaelic	sixty two	seasgad 's a dhà	ʃesgədsəɣaː	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	sixty and numeral_particle two	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	60 15 16 2	decimal	LearnGaelic2021
115	Scottish_Gaelic	sixty three	trì fichead 's a trì	triːfiçədsətriː	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	three twenty and numeral_particle three	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	3 20 15 16 3	vigesimal	LearnGaelic2021
116	Scottish_Gaelic	sixty three	seasgad 's a trì	ʃesgədsətriː	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + t r iː	sixty and numeral_particle three	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + t r iː	60 15 16 3	decimal	LearnGaelic2021
117	Scottish_Gaelic	sixty four	trì fichead 's a ceithir	triːfiçədsəkʲehɪrʲ	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	three twenty and numeral_particle four	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	3 20 15 16 4	vigesimal	LearnGaelic2021
118	Scottish_Gaelic	sixty four	seasgad 's a ceithir	ʃesgədsəkʲehɪrʲ	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	sixty and numeral_particle four	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	60 15 16 4	decimal	LearnGaelic2021
119	Scottish_Gaelic	sixty five	trì fichead 's a còig	triːfiçədsəkoːgʲ	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	three twenty and numeral_particle five	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	3 20 15 16 5	vigesimal	LearnGaelic2021
120	Scottish_Gaelic	sixty five	seasgad 's a còig	ʃesgədsəkoːgʲ	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	sixty and numeral_particle five	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	60 15 16 5	decimal	LearnGaelic2021
121	Scottish_Gaelic	sixty six	trì fichead 's a sia	triːfiçədsəʃia	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	three twenty and numeral_particle six	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	3 20 15 16 6	vigesimal	LearnGaelic2021
122	Scottish_Gaelic	sixty six	seasgad 's a sia	ʃesgədsəʃia	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	sixty and numeral_particle six	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	60 15 16 6	decimal	LearnGaelic2021
123	Scottish_Gaelic	sixty seven	trì fichead 's a seachd	triːfiçədsəʃɛxg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	three twenty and numeral_particle seven	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	3 20 15 16 7	vigesimal	LearnGaelic2021
124	Scottish_Gaelic	sixty seven	seasgad 's a seachd	ʃesgədsəʃɛxg	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	sixty and numeral_particle seven	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	60 15 16 7	decimal	LearnGaelic2021
125	Scottish_Gaelic	sixty eight	trì fichead 's a h-ochd	triːfiçədsəhɔxg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	three twenty and numeral_particle eight	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	3 20 15 16 8	vigesimal	LearnGaelic2021
126	Scottish_Gaelic	sixty eight	seasgad 's a h-ochd	ʃesgədsəhɔxg	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	sixty and numeral_particle eight	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	60 15 16 8	decimal	LearnGaelic2021
127	Scottish_Gaelic	sixty nine	trì fichead 's a naoi	triːfiçədsən̪ˠɯj	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	three twenty and numeral_particle nine	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	3 20 15 16 9	vigesimal	LearnGaelic2021
128	Scottish_Gaelic	sixty nine	seasgad 's a naoi	ʃesgədsən̪ˠɯj	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	sixty and numeral_particle nine	ʃ e s g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	60 15 16 9	decimal	LearnGaelic2021
129	Scottish_Gaelic	seventy	trì fichead ’s a deich	triːfiçədsədʲeç	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	three twenty and numeral_particle ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	3 20 15 16 11	vigesimal	LearnGaelic2021
130	Scottish_Gaelic	seventy	seachdad	ʃɛxgəd	ʃ ɛ x g ə d	seventy	ʃ ɛ x g ə d	70	decimal	LearnGaelic2021
131	Scottish_Gaelic	seventy one	trì fichead 's a h-aon deug	triːfiçədsəhɯ̃ːndʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	three twenty and numeral_particle one ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	3 20 15 16 1 11	vigesimal	LearnGaelic2021
132	Scottish_Gaelic	seventy one	seachdad 's a h-aon	ʃɛxgədsəhɯ̃ːn	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	seventy and numeral_particle one	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	70 15 16 1	decimal	LearnGaelic2021
133	Scottish_Gaelic	seventy two	trì fichead 's a dhá dheug	triːfiçədsəɣaːjiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	three twenty and numeral_particle two ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	3 20 15 16 2 11	vigesimal	LearnGaelic2021
134	Scottish_Gaelic	seventy two	seachdad 's a dhà	ʃɛxgədsəɣaː	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	seventy and numeral_particle two	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	70 15 16 2	decimal	LearnGaelic2021
135	Scottish_Gaelic	seventy three	trì fichead 's a trì deug	triːfiçədsətriːdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	three twenty and numeral_particle three ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	3 20 15 16 3 11	vigesimal	LearnGaelic2021
136	Scottish_Gaelic	seventy three	seachdad 's a trì	ʃɛxgədsətriː	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + t r iː	seventy and numeral_particle three	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + t r iː	70 15 16 3	decimal	LearnGaelic2021
137	Scottish_Gaelic	seventy four	trì fichead 's a ceithir deug	triːfiçədsəkʲehɪrʲdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	three twenty and numeral_particle four ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	3 20 15 16 4 11	vigesimal	LearnGaelic2021
138	Scottish_Gaelic	seventy four	seachdad 's a ceithir	ʃɛxgədsəkʲehɪrʲ	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	seventy and numeral_particle four	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	70 15 16 4	decimal	LearnGaelic2021
139	Scottish_Gaelic	seventy five	trì fichead 's a còig deug	triːfiçədsəkoːgʲdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	three twenty and numeral_particle five ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	3 20 15 16 5 11	vigesimal	LearnGaelic2021
140	Scottish_Gaelic	seventy five	seachdad 's a còig	ʃɛxgədsəkoːgʲ	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	seventy and numeral_particle five	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	70 15 16 5	decimal	LearnGaelic2021
141	Scottish_Gaelic	seventy six	trì fichead 's a sia deug	triːfiçədsəʃiadʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	three twenty and numeral_particle six ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	3 20 15 16 6 11	vigesimal	LearnGaelic2021
142	Scottish_Gaelic	seventy six	seachdad 's a sia	ʃɛxgədsəʃia	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	seventy and numeral_particle six	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	70 15 16 6	decimal	LearnGaelic2021
143	Scottish_Gaelic	seventy seven	trì fichead 's a seachd deug	triːfiçədsəʃɛxgdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	three twenty and numeral_particle seven ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	3 20 15 16 7 11	vigesimal	LearnGaelic2021
144	Scottish_Gaelic	seventy seven	seachdad 's a seachd	ʃɛxgədsəʃɛxg	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	seventy and numeral_particle seven	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	70 15 16 7	decimal	LearnGaelic2021
145	Scottish_Gaelic	seventy eight	trì fichead 's a h-ochd deug	triːfiçədsəhɔxgdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	three twenty and numeral_particle eight ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	3 20 15 16 8 11	vigesimal	LearnGaelic2021
146	Scottish_Gaelic	seventy eight	seachdad 's a h-ochd	ʃɛxgədsəhɔxg	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	seventy and numeral_particle eight	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	70 15 16 8	decimal	LearnGaelic2021
147	Scottish_Gaelic	seventy nine	trì fichead 's a naoi deug	triːfiçədsən̪ˠɯjdʲiəg	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	three twenty and numeral_particle nine ten	t r iː + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	3 20 15 16 9 11	vigesimal	LearnGaelic2021
148	Scottish_Gaelic	seventy nine	seachdad 's a naoi	ʃɛxgədsən̪ˠɯj	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	seventy and numeral_particle nine	ʃ ɛ x g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	70 15 16 9	decimal	LearnGaelic2021
149	Scottish_Gaelic	eighty	ceithir fichead	kʲehɪrʲfiçəd	kʲ e h ɪ rʲ + f i ç ə d	four twenty	kʲ e h ɪ rʲ + f i ç ə d	4 20	vigesimal	LearnGaelic2021
150	Scottish_Gaelic	eighty	ochdad	ɔxgəd	ɔ x g ə d	eighty	ɔ x g ə d	80	decimal	LearnGaelic2021
151	Scottish_Gaelic	eighty one	ceithir fichead 's a h-aon	kʲehɪrʲfiçədsəhɯ̃ːn	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	four twenty and numeral_particle one	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	4 20 15 16 1	vigesimal	LearnGaelic2021
152	Scottish_Gaelic	eighty one	ochdad 's a h-aon	ɔxgədsəhɯ̃ːn	ɔ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	eighty and numeral_particle one	ɔ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	80 15 16 1	decimal	LearnGaelic2021
153	Scottish_Gaelic	eighty two	ceithir fichead 's a dhà	kʲehɪrʲfiçədsəɣaː	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	four twenty and numeral_particle two	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	4 20 15 16 2	vigesimal	LearnGaelic2021
154	Scottish_Gaelic	eighty two	ochdad 's a dhà	ɔxgədsəɣaː	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	eighty and numeral_particle two	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	80 15 16 2	decimal	LearnGaelic2021
155	Scottish_Gaelic	eighty three	ceithir fichead 's a trì	kʲehɪrʲfiçədsətriː	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	four twenty and numeral_particle three	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː	4 20 15 16 3	vigesimal	LearnGaelic2021
156	Scottish_Gaelic	eighty three	ochdad 's a trì	ɔxgədsətriː	ɔ x g ə d + -/a -/ɣ -/ə s + ə + t r iː	eighty and numeral_particle three	ɔ x g ə d + -/a -/ɣ -/ə s + ə + t r iː	80 15 16 3	decimal	LearnGaelic2021
157	Scottish_Gaelic	eighty four	ceithir fichead 's a ceithir	kʲehɪrʲfiçədsəkʲehɪrʲ	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	four twenty and numeral_particle four	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	4 20 15 16 4	vigesimal	LearnGaelic2021
158	Scottish_Gaelic	eighty four	ochdad 's a ceithir	ɔxgədsəkʲehɪrʲ	ɔ x g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	eighty and numeral_particle four	ɔ x g ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	80 15 16 4	decimal	LearnGaelic2021
159	Scottish_Gaelic	eighty five	ceithir fichead 's a còig	kʲehɪrʲfiçədsəkoːgʲ	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	four twenty and numeral_particle five	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	4 20 15 16 5	vigesimal	LearnGaelic2021
160	Scottish_Gaelic	eighty five	ochdad 's a còig	ɔxgədsəkoːgʲ	ɔ x g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	eighty and numeral_particle five	ɔ x g ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	80 15 16 5	decimal	LearnGaelic2021
161	Scottish_Gaelic	eighty six	ceithir fichead 's a sia	kʲehɪrʲfiçədsəʃia	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	four twenty and numeral_particle six	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a	4 20 15 16 6	vigesimal	LearnGaelic2021
162	Scottish_Gaelic	eighty six	ochdad 's a sia	ɔxgədsəʃia	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	eighty and numeral_particle six	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ʃ i a	80 15 16 6	decimal	LearnGaelic2021
163	Scottish_Gaelic	eighty seven	ceithir fichead 's a seachd	kʲehɪrʲfiçədsəʃɛxg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	four twenty and numeral_particle seven	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	4 20 15 16 7	vigesimal	LearnGaelic2021
164	Scottish_Gaelic	eighty seven	ochdad 's a seachd	ɔxgədsəʃɛxg	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	eighty and numeral_particle seven	ɔ x g ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	80 15 16 7	decimal	LearnGaelic2021
165	Scottish_Gaelic	eighty eight	ceithir fichead 's a h-ochd	kʲehɪrʲfiçədsəhɔxg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	four twenty and numeral_particle eight	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	4 20 15 16 8	vigesimal	LearnGaelic2021
166	Scottish_Gaelic	eighty eight	ochdad 's a h-ochd	ɔxgədsəhɔxg	ɔ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	eighty and numeral_particle eight	ɔ x g ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	80 15 16 8	decimal	LearnGaelic2021
167	Scottish_Gaelic	eighty nine	ceithir fichead 's a naoi	kʲehɪrʲfiçədsən̪ˠɯj	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	four twenty and numeral_particle nine	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	4 20 15 16 9	vigesimal	LearnGaelic2021
168	Scottish_Gaelic	eighty nine	ochdad 's a naoi	ɔxgədsən̪ˠɯj	ɔ x g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	eighty and numeral_particle nine	ɔ x g ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	80 15 16 9	decimal	LearnGaelic2021
169	Scottish_Gaelic	ninety	ceithir fichead 's a deich	kʲehɪrʲfiçədsədʲeç	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	four twenty and numeral_particle ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + dʲ e ç	4 20 15 16 11	vigesimal	LearnGaelic2021
170	Scottish_Gaelic	ninety	naochad	n̪ˠɯːxəd	n̪ˠ ɯː x ə d	ninety	n̪ˠ ɯː x ə d	90	decimal	LearnGaelic2021
171	Scottish_Gaelic	ninety one	ceithir fichead 's a h-aon deug	kʲehɪrʲfiçədsəhɯ̃ːndʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	four twenty and numeral_particle one ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n + dʲ i/- ə/e g/ç	4 20 15 16 1 11	vigesimal	LearnGaelic2021
172	Scottish_Gaelic	ninety one	naochad 's a h-aon	n̪ˠɯːxədsəhɯ̃ːn	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	ninety and numeral_particle one	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n	90 15 16 1	decimal	LearnGaelic2021
173	Scottish_Gaelic	ninety two	ceithir fichead 's a dhà dheug	kʲehɪrʲfiçədsəɣaːjiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	four twenty and numeral_particle two ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː + j/dʲ i/- ə/e g/ç	4 20 15 16 2 11	vigesimal	LearnGaelic2021
174	Scottish_Gaelic	ninety two	naochad 's a dhà	n̪ˠɯːxədsəɣaː	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	ninety and numeral_particle two	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː	90 15 16 2	decimal	LearnGaelic2021
175	Scottish_Gaelic	ninety three	ceithir fichead 's a trì deug	kʲehɪrʲfiçədsətriːdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	four twenty and numeral_particle three ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + t r iː + dʲ i/- ə/e g/ç	4 20 15 16 3 11	vigesimal	LearnGaelic2021
176	Scottish_Gaelic	ninety three	naochad 's a trì	n̪ˠɯːxədsətriː	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + t r iː	ninety and numeral_particle three	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + t r iː	90 15 16 3	decimal	LearnGaelic2021
177	Scottish_Gaelic	ninety four	ceithir fichead 's a ceithir deug	kʲehɪrʲfiçədsəkʲehɪrʲdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	four twenty and numeral_particle four ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç	4 20 15 16 4 11	vigesimal	LearnGaelic2021
178	Scottish_Gaelic	ninety four	naochad 's a ceithir	n̪ˠɯːxədsəkʲehɪrʲ	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	ninety and numeral_particle four	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ	90 15 16 4	decimal	LearnGaelic2021
