ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,Cognates,Surface_Form,Underlying_Form,Tokens
Makyam_Khalai-Chan-2019-133-33-33-1,,Makyam_Khalai,Chan-2019-133-33-33,ly³³ θam³³ kə⁴⁴ θam³³,ly³³ θam³³ kə⁴⁴ θam³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + θ a m ³³,,Makyam,,,,,tens three and three,55 3 54 3,l y ³³ + θ a m ³³ + k ə ⁴⁴ + θ a m ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + θ a m ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + θ a m ³³
Makyam_Khalai-Chan-2019-133-34-34-1,,Makyam_Khalai,Chan-2019-133-34-34,ly³³ θam³³ kə⁴⁴ pʰali³³,ly³³ θam³³ kə⁴⁴ pʰali³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə + l i ³³,,Makyam,,,,,tens three and PFX1 four,55 3 54 50 4,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə + l i ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə ³¹ + l i ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə -/³¹ + l i ³³
Makyam_Khalai-Chan-2019-133-35-35-1,,Makyam_Khalai,Chan-2019-133-35-35,ly³³ θam³³ kə⁴⁴ pʰəŋa³³,ly³³ θam³³ kə⁴⁴ pʰəŋa³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə + ŋ a ³³,,Makyam,,,,,tens three and PFX1 five,55 3 54 50 5,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə + ŋ a ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə ³¹ + ŋ a ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + pʰ ə -/³¹ + ŋ a ³³
Makyam_Khalai-Chan-2019-133-36-36-1,,Makyam_Khalai,Chan-2019-133-36-36,ly³³ θam³³ kə⁴⁴ kʰə³¹ ʒok³¹,ly³³ θam³³ kə⁴⁴ kʰə³¹ ʒok³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ʒ o k ³¹,,Makyam,,,,,tens three and PFX2 six,55 3 54 51 6,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ʒ o k ³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + z ɔ k ³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ʒ/z o/ɔ k ³¹
Makyam_Khalai-Chan-2019-133-37-37-1,,Makyam_Khalai,Chan-2019-133-37-37,ly³³ θam³³ kə⁴⁴ kʰə³¹ ɲɛk³¹,ly³³ θam³³ kə⁴⁴ kʰə³¹ ɲɛk³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ɲ ɛ k ³¹,,Makyam,,,,,tens three and PFX2 seven,55 3 54 51 7,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ɲ ɛ k ³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ɲ ɛ k ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + kʰ ə ³¹ + ɲ ɛ k ³¹/³³
Makyam_Khalai-Chan-2019-133-38-38-1,,Makyam_Khalai,Chan-2019-133-38-38,ly³³ θam³³ kə⁴⁴ tʰə³¹ wat³¹,ly³³ θam³³ kə⁴⁴ tʰə³¹ wat³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + tʰ ə ³¹ + w a t ³¹,,Makyam,,,,,tens three and PFX3 eight,55 3 54 52 8,l y ³³ + θ a m ³³ + k ə ⁴⁴ + tʰ ə ³¹ + w a t ³¹,l y ³³ + θ a m ³³ + k ə ⁴⁴ + tʰ ə ³¹ + w a t ³³,l y ³³ + θ a m ³³ + k ə ⁴⁴ + tʰ ə ³¹ + w a t ³¹/³³
Makyam_Khalai-Chan-2019-133-39-39-1,,Makyam_Khalai,Chan-2019-133-39-39,ly³³ pʰə³³ li³³ man⁴⁴ kʰuan⁴⁴,ly³³ pʰə³³ li³³ man⁴⁴ kʰuan⁴⁴,l y ³³ + pʰ ə ³³ + l i ³³ + m a n ⁴⁴ + kʰ ua n ⁴⁴,,Makyam,,,,,tens PFX1 four minus one,55 50 4 53 1,l y ³³ + pʰ ə ³³ + l i ³³ + m a n ⁴⁴ + kʰ ua n ⁴⁴,l y ³³ + pʰ ə ³¹ + l i ³³ + m a n ⁴⁴ + kʰ ua t ⁴⁴,l y ³³ + pʰ ə ³³/³¹ + l i ³³ + m a n ⁴⁴ + kʰ ua n/t ⁴⁴
Makyam_Khalai-Chan-2019-133-40-40-1,,Makyam_Khalai,Chan-2019-133-40-40,ly³³ pʰə³³ li³³,ly³³ pʰə³³ li³³,l y ³³ + pʰ ə ³³ + l i ³³,,Makyam,,,,,tens PFX1 four,55 50 4,l y ³³ + pʰ ə ³³ + l i ³³,l y ³³ + pʰ ə ³¹ + l i ³³,l y ³³ + pʰ ə ³³/³¹ + l i ³³
Maltese-Chan-2019-133-1-1-1,,Maltese,Chan-2019-133-1-1,wɪħɛd,wɪħɛd,w ɪ ħ ɛ d,,Maltese,,,,,one,1,w ɪ ħ ɛ d,w ɪ ħ ɛ d,w ɪ ħ ɛ d
Maltese-Chan-2019-133-2-2-1,,Maltese,Chan-2019-133-2-2,tnɛjn,tnɛjn,t n ɛ j n,,Maltese,,,,,two,2,t n ɛ j n,t n ɛ j n,t n ɛ j n
Maltese-Chan-2019-133-3-3-1,,Maltese,Chan-2019-133-3-3,tlɪtɐ,tlɪtɐ,t l ɪ t ɐ,,Maltese,,,,,three,3,t l ɪ t ɐ,t l ɛ t,t l ɪ/ɛ t ɐ/-
Maltese-Chan-2019-133-4-4-1,,Maltese,Chan-2019-133-4-4,ɛrbʔɐ,ɛrbʔɐ,ɛ r b ʔ ɐ,,Maltese,,,,,four,4,ɛ r b ʔ ɐ,ɛ r b ʕ,ɛ r b ʔ/ʕ ɐ/-
Maltese-Chan-2019-133-5-5-1,,Maltese,Chan-2019-133-5-5,ħamsɐ,ħamsɐ,ħ a m s ɐ,,Maltese,,,,,five,5,ħ a m s ɐ,ħ a m s ɐ,ħ a m s ɐ
Maltese-Chan-2019-133-6-6-1,,Maltese,Chan-2019-133-6-6,sɪttɐ,sɪttɐ,s ɪ t t ɐ,,Maltese,,,,,six,6,s ɪ t t ɐ,s ɪ t t ɐ,s ɪ t t ɐ
Maltese-Chan-2019-133-7-7-1,,Maltese,Chan-2019-133-7-7,sɛbɐʔ,sɛbɐʔ,s ɛ b ɐ ʔ,,Maltese,,,,,seven,7,s ɛ b ɐ ʔ,s ɛ b ɐ ʔ,s ɛ b ɐ ʔ
Maltese-Chan-2019-133-8-8-1,,Maltese,Chan-2019-133-8-8,tmɪnjɐ,tmɪnjɐ,t m ɪ n j ɐ,,Maltese,,,,,eight,8,t m ɪ n j ɐ,t m ɪ n j ɐ,t m ɪ n j ɐ
Maltese-Chan-2019-133-9-9-1,,Maltese,Chan-2019-133-9-9,dɪzʕɐ,dɪzʕɐ,d ɪ z ʕ ɐ,,Maltese,,,,,nine,9,d ɪ z ʕ ɐ,d ɪ z ʕ ɐ,d ɪ z ʕ ɐ
Maltese-Chan-2019-133-10-10-1,,Maltese,Chan-2019-133-10-10,ʔaʃrɐ,ʔaʃrɐ,ʔ a ʃ r ɐ,,Maltese,,,,,ten,10,ʔ a ʃ r ɐ,ʔ a ʃ r ɐ,ʔ a ʃ r ɐ
Maltese-Chan-2019-133-11-11-1,,Maltese,Chan-2019-133-11-11,ħdaʃ,ħdaʃ,ħ d + a ʃ,,Maltese,,,,,one ten,1 10,ħ d + a ʃ,w ɪ ħ ɛ d + ʔ a ʃ r ɐ,-/w -/ɪ ħ -/ɛ d + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-12-12-1,,Maltese,Chan-2019-133-12-12,tnaʃ,tnaʃ,t n + a ʃ,,Maltese,,,,,two ten,2 10,t n + a ʃ,t n ɛ j n + ʔ a ʃ r ɐ,t n -/ɛ -/j -/n + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-13-13-1,,Maltese,Chan-2019-133-13-13,tlɛttaʃ,tlɛttaʃ,t l ɛ t t + a ʃ,,Maltese,,,,,three ten,3 10,t l ɛ t t + a ʃ,t l ɛ t + ʔ a ʃ r ɐ,t l ɛ t t/- + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-14-14-1,,Maltese,Chan-2019-133-14-14,ɛrbataʃ,ɛrbataʃ,ɛ r b a t + a ʃ,,Maltese,,,,,four ten,4 10,ɛ r b a t + a ʃ,ɛ r b ʕ + ʔ a ʃ r ɐ,ɛ r b a/- t/ʕ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-15-15-1,,Maltese,Chan-2019-133-15-15,ħmɪstaʃ,ħmɪstaʃ,ħ m ɪ s t + a ʃ,,Maltese,,,,,five ten,5 10,ħ m ɪ s t + a ʃ,ħ a m s ɐ + ʔ a ʃ r ɐ,ħ -/a m ɪ/- s t/ɐ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-16-16-1,,Maltese,Chan-2019-133-16-16,sɪttaʃ,sɪttaʃ,s ɪ t t + a ʃ,,Maltese,,,,,six ten,6 10,s ɪ t t + a ʃ,s ɪ t t ɐ + ʔ a ʃ r ɐ,s ɪ t t -/ɐ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-17-17-1,,Maltese,Chan-2019-133-17-17,sbataʃ,sbataʃ,s b a t + a ʃ,,Maltese,,,,,seven ten,7 10,s b a t + a ʃ,s ɛ b ɐ ʔ + ʔ a ʃ r ɐ,s -/ɛ b a/ɐ t/ʔ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-18-18-1,,Maltese,Chan-2019-133-18-18,tmɪntaʃ,tmɪntaʃ,t m ɪ n t + a ʃ,,Maltese,,,,,eight ten,8 10,t m ɪ n t + a ʃ,t m ɪ n j ɐ + ʔ a ʃ r ɐ,t m ɪ n t/j -/ɐ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-19-19-1,,Maltese,Chan-2019-133-19-19,dzataʃ,dzataʃ,d z a t + a ʃ,,Maltese,,,,,nine ten,9 10,d z a t + a ʃ,d ɪ z ʕ ɐ + ʔ a ʃ r ɐ,d -/ɪ z a/- t/ʕ -/ɐ + -/ʔ a ʃ -/r -/ɐ
Maltese-Chan-2019-133-20-20-1,,Maltese,Chan-2019-133-20-20,ʔɔʃrɪn,ʔɔʃrɪn,ʔ ɔ ʃ r + ɪ n,ɪn is derived from a pluraliser so »tens«,Maltese,,,,,ten ty,10 13,ʔ ɔ ʃ r + ɪ n,ʔ a ʃ r ɐ + ɪ n,ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-21-21-1,,Maltese,Chan-2019-133-21-21,wɪħɛd u ʔɔʃrɪn,wɪħɛd u ʔɔʃrɪn,w ɪ ħ ɛ d + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,one and ten ty,1 12 10 13,w ɪ ħ ɛ d + u + ʔ ɔ ʃ r + ɪ n,w ɪ ħ ɛ d + u + ʔ a ʃ r ɐ + ɪ n,w ɪ ħ ɛ d + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-22-22-1,,Maltese,Chan-2019-133-22-22,tnɛjn u ʔɔʃrɪn,tnɛjn u ʔɔʃrɪn,t n ɛ j n + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,two and ten ty,2 12 10 13,t n ɛ j n + u + ʔ ɔ ʃ r + ɪ n,t n ɛ j n + u + ʔ a ʃ r ɐ + ɪ n,t n ɛ j n + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-23-23-1,,Maltese,Chan-2019-133-23-23,tlɪtɐ u ʔɔʃrɪn,tlɪtɐ u ʔɔʃrɪn,t l ɪ t ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,three and ten ty,3 12 10 13,t l ɪ t ɐ + u + ʔ ɔ ʃ r + ɪ n,t l ɛ t + u + ʔ a ʃ r ɐ + ɪ n,t l ɪ/ɛ t ɐ/- + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-24-24-1,,Maltese,Chan-2019-133-24-24,ɛrbʔɐ u ʔɔʃrɪn,ɛrbʔɐ u ʔɔʃrɪn,ɛ r b ʔ ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,four and ten ty,4 12 10 13,ɛ r b ʔ ɐ + u + ʔ ɔ ʃ r + ɪ n,ɛ r b ʕ + u + ʔ a ʃ r ɐ + ɪ n,ɛ r b ʔ/ʕ ɐ/- + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-25-25-1,,Maltese,Chan-2019-133-25-25,ħamsɐ u ʔɔʃrɪn,ħamsɐ u ʔɔʃrɪn,ħ a m s ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,five and ten ty,5 12 10 13,ħ a m s ɐ + u + ʔ ɔ ʃ r + ɪ n,ħ a m s ɐ + u + ʔ a ʃ r ɐ + ɪ n,ħ a m s ɐ + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-26-26-1,,Maltese,Chan-2019-133-26-26,sɪttɐ u ʔɔʃrɪn,sɪttɐ u ʔɔʃrɪn,s ɪ t t ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,six and ten ty,6 12 10 13,s ɪ t t ɐ + u + ʔ ɔ ʃ r + ɪ n,s ɪ t t ɐ + u + ʔ a ʃ r ɐ + ɪ n,s ɪ t t ɐ + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-27-27-1,,Maltese,Chan-2019-133-27-27,sɛbɐʔ u ʔɔʃrɪn,sɛbɐʔ u ʔɔʃrɪn,s ɛ b ɐ ʔ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,seven and ten ty,7 12 10 13,s ɛ b ɐ ʔ + u + ʔ ɔ ʃ r + ɪ n,s ɛ b ɐ ʔ + u + ʔ a ʃ r ɐ + ɪ n,s ɛ b ɐ ʔ + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-28-28-1,,Maltese,Chan-2019-133-28-28,tmɪnjɐ u ʔɔʃrɪn,tmɪnjɐ u ʔɔʃrɪn,t m ɪ n j ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,eight and ten ty,8 12 10 13,t m ɪ n j ɐ + u + ʔ ɔ ʃ r + ɪ n,t m ɪ n j ɐ + u + ʔ a ʃ r ɐ + ɪ n,t m ɪ n j ɐ + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-29-29-1,,Maltese,Chan-2019-133-29-29,dɪzʕɐ u ʔɔʃrɪn,dɪzʕɐ u ʔɔʃrɪn,d ɪ z ʕ ɐ + u + ʔ ɔ ʃ r + ɪ n,,Maltese,,,,,nine and ten ty,9 12 10 13,d ɪ z ʕ ɐ + u + ʔ ɔ ʃ r + ɪ n,d ɪ z ʕ ɐ + u + ʔ a ʃ r ɐ + ɪ n,d ɪ z ʕ ɐ + u + ʔ ɔ/a ʃ r -/ɐ + ɪ n
Maltese-Chan-2019-133-30-30-1,,Maltese,Chan-2019-133-30-30,tlɛtɪn,tlɛtɪn,t l ɛ t + ɪ n,,Maltese,,,,,three ty,3 13,t l ɛ t + ɪ n,t l ɛ t + ɪ n,t l ɛ t + ɪ n
Maltese-Chan-2019-133-31-31-1,,Maltese,Chan-2019-133-31-31,wɪħɛd u tlɛtɪn,wɪħɛd u tlɛtɪn,w ɪ ħ ɛ d + u + t l ɛ t + ɪ n,,Maltese,,,,,one and three ty,1 12 3 13,w ɪ ħ ɛ d + u + t l ɛ t + ɪ n,w ɪ ħ ɛ d + u + t l ɛ t + ɪ n,w ɪ ħ ɛ d + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-32-32-1,,Maltese,Chan-2019-133-32-32,tnɛjn u tlɛtɪn,tnɛjn u tlɛtɪn,t n ɛ j n + u + t l ɛ t + ɪ n,,Maltese,,,,,two and three ty,2 12 3 13,t n ɛ j n + u + t l ɛ t + ɪ n,t n ɛ j n + u + t l ɛ t + ɪ n,t n ɛ j n + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-33-33-1,,Maltese,Chan-2019-133-33-33,tlɪtɐ u tlɛtɪn,tlɪtɐ u tlɛtɪn,t l ɪ t ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,three and three ty,3 12 3 13,t l ɪ t ɐ + u + t l ɛ t + ɪ n,t l ɛ t + u + t l ɛ t + ɪ n,t l ɪ/ɛ t ɐ/- + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-34-34-1,,Maltese,Chan-2019-133-34-34,ɛrbʔɐ u tlɛtɪn,ɛrbʔɐ u tlɛtɪn,ɛ r b ʔ ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,four and three ty,4 12 3 13,ɛ r b ʔ ɐ + u + t l ɛ t + ɪ n,ɛ r b ʕ + u + t l ɛ t + ɪ n,ɛ r b ʔ/ʕ ɐ/- + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-35-35-1,,Maltese,Chan-2019-133-35-35,ħamsɐ u tlɛtɪn,ħamsɐ u tlɛtɪn,ħ a m s ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,five and three ty,5 12 3 13,ħ a m s ɐ + u + t l ɛ t + ɪ n,ħ a m s ɐ + u + t l ɛ t + ɪ n,ħ a m s ɐ + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-36-36-1,,Maltese,Chan-2019-133-36-36,sɪttɐ u tlɛtɪn,sɪttɐ u tlɛtɪn,s ɪ t t ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,six and three ty,6 12 3 13,s ɪ t t ɐ + u + t l ɛ t + ɪ n,s ɪ t t ɐ + u + t l ɛ t + ɪ n,s ɪ t t ɐ + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-37-37-1,,Maltese,Chan-2019-133-37-37,sɛbɐʔ u tlɛtɪn,sɛbɐʔ u tlɛtɪn,s ɛ b ɐ ʔ + u + t l ɛ t + ɪ n,,Maltese,,,,,seven and three ty,7 12 3 13,s ɛ b ɐ ʔ + u + t l ɛ t + ɪ n,s ɛ b ɐ ʔ + u + t l ɛ t + ɪ n,s ɛ b ɐ ʔ + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-38-38-1,,Maltese,Chan-2019-133-38-38,tmɪnjɐ u tlɛtɪn,tmɪnjɐ u tlɛtɪn,t m ɪ n j ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,eight and three ty,8 12 3 13,t m ɪ n j ɐ + u + t l ɛ t + ɪ n,t m ɪ n j ɐ + u + t l ɛ t + ɪ n,t m ɪ n j ɐ + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-39-39-1,,Maltese,Chan-2019-133-39-39,dɪzʕɐ u tlɛtɪn,dɪzʕɐ u tlɛtɪn,d ɪ z ʕ ɐ + u + t l ɛ t + ɪ n,,Maltese,,,,,nine and three ty,9 12 3 13,d ɪ z ʕ ɐ + u + t l ɛ t + ɪ n,d ɪ z ʕ ɐ + u + t l ɛ t + ɪ n,d ɪ z ʕ ɐ + u + t l ɛ t + ɪ n
Maltese-Chan-2019-133-40-40-1,,Maltese,Chan-2019-133-40-40,ɛrbʕɪn,ɛrbʕɪn,ɛ r b ʕ + ɪ n,,Maltese,,,,,four ty,4 13,ɛ r b ʕ + ɪ n,ɛ r b ʕ + ɪ n,ɛ r b ʕ + ɪ n
Mandarin-Chan-2019-133-1-1-1,,Mandarin,Chan-2019-133-1-1,yī,yī,i ⁵⁵,,Mandarin,,,,,one,5,i ⁵⁵,i ⁵⁵,i ⁵⁵
Mandarin-Chan-2019-133-2-2-1,,Mandarin,Chan-2019-133-2-2,èr,èr,ɚ ⁵¹,,Mandarin,,,,,two,2,ɚ ⁵¹,ɚ ⁵¹,ɚ ⁵¹
Mandarin-Chan-2019-133-3-3-1,,Mandarin,Chan-2019-133-3-3,sān,sān,s a n ⁵⁵,,Mandarin,,,,,three,3,s a n ⁵⁵,s a n ⁵⁵,s a n ⁵⁵
Mandarin-Chan-2019-133-4-4-1,,Mandarin,Chan-2019-133-4-4,sì,sì,s ɿ ⁵¹,,Mandarin,,,,,four,4,s ɿ ⁵¹,s ɿ ⁵¹,s ɿ ⁵¹
Mandarin-Chan-2019-133-5-5-1,,Mandarin,Chan-2019-133-5-5,wǔ,wǔ,u ²¹³,,Mandarin,,,,,five,10,u ²¹³,u ²¹³,u ²¹³
Mandarin-Chan-2019-133-6-6-1,,Mandarin,Chan-2019-133-6-6,liù,liù,l j ou̯ ⁵¹,,Mandarin,,,,,six,6,l j ou̯ ⁵¹,l j ou̯ ⁵¹,l j ou̯ ⁵¹
Mandarin-Chan-2019-133-7-7-1,,Mandarin,Chan-2019-133-7-7,qī,qī,tɕʰ i ⁵⁵,,Mandarin,,,,,seven,9,tɕʰ i ⁵⁵,tɕʰ i ⁵⁵,tɕʰ i ⁵⁵
Mandarin-Chan-2019-133-8-8-1,,Mandarin,Chan-2019-133-8-8,bā,bā,p a ⁵⁵,,Mandarin,,,,,eight,7,p a ⁵⁵,p a ⁵⁵,p a ⁵⁵
Mandarin-Chan-2019-133-9-9-1,,Mandarin,Chan-2019-133-9-9,jiǔ,jiǔ,tɕ j ou̯ ²¹³,,Mandarin,,,,,nine,8,tɕ j ou̯ ²¹³,tɕ j ou̯ ²¹³,tɕ j ou̯ ²¹³
Mandarin-Chan-2019-133-10-10-1,,Mandarin,Chan-2019-133-10-10,shí,shí,ʂ ʅ ³⁵,,Mandarin,,,,,ten,1,ʂ ʅ ³⁵,ʂ ʅ ³⁵,ʂ ʅ ³⁵
Mandarin-Chan-2019-133-11-11-1,,Mandarin,Chan-2019-133-11-11,shí yī,shí yī,ʂ ʅ ³⁵ + i ⁵⁵,,Mandarin,,,,,ten one,1 5,ʂ ʅ ³⁵ + i ⁵⁵,ʂ ʅ ³⁵ + i ⁵⁵,ʂ ʅ ³⁵ + i ⁵⁵
Mandarin-Chan-2019-133-12-12-1,,Mandarin,Chan-2019-133-12-12,shí èr,shí èr,ʂ ʅ ³⁵ + ɚ ⁵¹,,Mandarin,,,,,ten two,1 2,ʂ ʅ ³⁵ + ɚ ⁵¹,ʂ ʅ ³⁵ + ɚ ⁵¹,ʂ ʅ ³⁵ + ɚ ⁵¹
Mandarin-Chan-2019-133-13-13-1,,Mandarin,Chan-2019-133-13-13,shí sān,shí sān,ʂ ʅ ³⁵ + s a n ⁵⁵,,Mandarin,,,,,ten three,1 3,ʂ ʅ ³⁵ + s a n ⁵⁵,ʂ ʅ ³⁵ + s a n ⁵⁵,ʂ ʅ ³⁵ + s a n ⁵⁵
Mandarin-Chan-2019-133-14-14-1,,Mandarin,Chan-2019-133-14-14,shí sì,shí sì,ʂ ʅ ³⁵ + s ɿ ⁵¹,,Mandarin,,,,,ten four,1 4,ʂ ʅ ³⁵ + s ɿ ⁵¹,ʂ ʅ ³⁵ + s ɿ ⁵¹,ʂ ʅ ³⁵ + s ɿ ⁵¹
Mandarin-Chan-2019-133-15-15-1,,Mandarin,Chan-2019-133-15-15,shí wǔ,shí wǔ,ʂ ʅ ³⁵ + u ²¹³,,Mandarin,,,,,ten five,1 10,ʂ ʅ ³⁵ + u ²¹³,ʂ ʅ ³⁵ + u ²¹³,ʂ ʅ ³⁵ + u ²¹³
Mandarin-Chan-2019-133-16-16-1,,Mandarin,Chan-2019-133-16-16,shí liù,shí liù,ʂ ʅ ³⁵ + l j ou̯ ⁵¹,,Mandarin,,,,,ten six,1 6,ʂ ʅ ³⁵ + l j ou̯ ⁵¹,ʂ ʅ ³⁵ + l j ou̯ ⁵¹,ʂ ʅ ³⁵ + l j ou̯ ⁵¹
Mandarin-Chan-2019-133-17-17-1,,Mandarin,Chan-2019-133-17-17,shí qī,shí qī,ʂ ʅ ³⁵ + tɕʰ i ⁵⁵,,Mandarin,,,,,ten seven,1 9,ʂ ʅ ³⁵ + tɕʰ i ⁵⁵,ʂ ʅ ³⁵ + tɕʰ i ⁵⁵,ʂ ʅ ³⁵ + tɕʰ i ⁵⁵
Mandarin-Chan-2019-133-18-18-1,,Mandarin,Chan-2019-133-18-18,shí bā,shí bā,ʂ ʅ ³⁵ + p a ⁵⁵,,Mandarin,,,,,ten eight,1 7,ʂ ʅ ³⁵ + p a ⁵⁵,ʂ ʅ ³⁵ + p a ⁵⁵,ʂ ʅ ³⁵ + p a ⁵⁵
Mandarin-Chan-2019-133-19-19-1,,Mandarin,Chan-2019-133-19-19,shí jiǔ,shí jiǔ,ʂ ʅ ³⁵ + tɕ j ou̯ ²¹³,,Mandarin,,,,,ten nine,1 8,ʂ ʅ ³⁵ + tɕ j ou̯ ²¹³,ʂ ʅ ³⁵ + tɕ j ou̯ ²¹³,ʂ ʅ ³⁵ + tɕ j ou̯ ²¹³
Mandarin-Chan-2019-133-20-20-1,,Mandarin,Chan-2019-133-20-20,èr shí,èr shí,ɚ ⁵¹ + ʂ ʅ ³⁵,,Mandarin,,,,,two ten,2 1,ɚ ⁵¹ + ʂ ʅ ³⁵,ɚ ⁵¹ + ʂ ʅ ³⁵,ɚ ⁵¹ + ʂ ʅ ³⁵
Mandarin-Chan-2019-133-21-21-1,,Mandarin,Chan-2019-133-21-21,èr shí yī,èr shí yī,ɚ ⁵¹ + ʂ ʅ ³⁵ + i ⁵⁵,,Mandarin,,,,,two ten one,2 1 5,ɚ ⁵¹ + ʂ ʅ ³⁵ + i ⁵⁵,ɚ ⁵¹ + ʂ ʅ ³⁵ + i ⁵⁵,ɚ ⁵¹ + ʂ ʅ ³⁵ + i ⁵⁵
Mandarin-Chan-2019-133-22-22-1,,Mandarin,Chan-2019-133-22-22,èr shí èr,èr shí èr,ɚ ⁵¹ + ʂ ʅ ³⁵ + ɚ ⁵¹,,Mandarin,,,,,two ten two,2 1 2,ɚ ⁵¹ + ʂ ʅ ³⁵ + ɚ ⁵¹,ɚ ⁵¹ + ʂ ʅ ³⁵ + ɚ ⁵¹,ɚ ⁵¹ + ʂ ʅ ³⁵ + ɚ ⁵¹
Mandarin-Chan-2019-133-23-23-1,,Mandarin,Chan-2019-133-23-23,èr shí sān,èr shí sān,ɚ ⁵¹ + ʂ ʅ ³⁵ + s a n ⁵⁵,,Mandarin,,,,,two ten three,2 1 3,ɚ ⁵¹ + ʂ ʅ ³⁵ + s a n ⁵⁵,ɚ ⁵¹ + ʂ ʅ ³⁵ + s a n ⁵⁵,ɚ ⁵¹ + ʂ ʅ ³⁵ + s a n ⁵⁵
Mandarin-Chan-2019-133-24-24-1,,Mandarin,Chan-2019-133-24-24,èr shí sì,èr shí sì,ɚ ⁵¹ + ʂ ʅ ³⁵ + s ɿ ⁵¹,,Mandarin,,,,,two ten four,2 1 4,ɚ ⁵¹ + ʂ ʅ ³⁵ + s ɿ ⁵¹,ɚ ⁵¹ + ʂ ʅ ³⁵ + s ɿ ⁵¹,ɚ ⁵¹ + ʂ ʅ ³⁵ + s ɿ ⁵¹
